"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도"
"경기도 가평군 청평면 청평리","집합","4**","경춘로","제2종일반주거","제2종근린생활","25m미만","45.54"," ","3,800","3","201909","5"," ","1998"
"경기도 가평군 청평면 청평리","집합","4**","경춘로","제2종일반주거","제2종근린생활","25m미만","45.54"," ","3,800","3","201909","5"," ","1998"
"경기도 가평군 청평면 청평리","집합","3**","경춘로","제2종일반주거","제1종근린생활","25m미만","183.75"," ","14,000","3","201909","18"," ","1996"
"경기도 가평군 청평면 청평리","집합","6**","-","제2종일반주거","제1종근린생활","8m미만","36.99"," ","3,600","1","201910","25"," ","1991"
"경기도 가평군 청평면 청평리","집합","3**","톳골길","일반상업","제2종근린생활","8m미만","43.38"," ","7,200","2","201912","18"," ","2014"
"경기도 가평군 청평면 청평리","집합","3**","톳골길","일반상업","제2종근린생활","8m미만","24.19"," ","4,100","2","201912","18"," ","2014"
"경기도 가평군 청평면 청평리","집합","3**","톳골길","일반상업","제2종근린생활","8m미만","31.32"," ","5,200","2","201912","18"," ","2014"
"경기도 가평군 청평면 청평리","집합","6**","강변나루로40번길","제2종일반주거","제1종근린생활","8m미만","160.88"," ","36,900","1","201912","30"," ","2019"
"경기도 고양덕양구 강매동","일반","2**","강매로216번길","제1종일반주거","제1종근린생활","8m미만","97.5","234.50","36,000","null","201905","3"," ","2010"
"경기도 고양덕양구 강매동","일반","2**","강매로","개발제한구역","제1종근린생활","8m미만","99","180.00","30,000","null","201910","29"," ","2017"
"경기도 고양덕양구 고양동","일반","8**","보광로12번길","제1종일반주거","기타","8m미만","299.82","176.00","55,000","null","201901","4"," ","2012"
"경기도 고양덕양구 고양동","집합","7**","푸른마을로","제2종일반주거","제1종근린생활","25m미만","44.96"," ","5,000","4","201903","29"," ","2004"
"경기도 고양덕양구 고양동","집합","2**","혜음로","일반상업","제1종근린생활","12m미만","57.18"," ","6,000","null","201905","3"," ","1990"
"경기도 고양덕양구 고양동","집합","2**","읍내로","제2종일반주거","제1종근린생활","25m미만","43.2"," ","20,000","1","201905","13"," ","2005"
"경기도 고양덕양구 고양동","집합","2**","혜음로","일반상업","제2종근린생활","25m미만","26.73"," ","24,500","1","201905","17"," ","2004"
"경기도 고양덕양구 고양동","집합","7**","푸른마을로","제2종일반주거","제2종근린생활","25m미만","94.08"," ","16,400","5","201906","6"," ","2004"
"경기도 고양덕양구 고양동","집합","7**","푸른마을로","제2종일반주거","제2종근린생활","25m미만","78.66"," ","13,700","5","201906","6"," ","2004"
"경기도 고양덕양구 고양동","집합","7**","푸른마을로","제2종일반주거","제2종근린생활","25m미만","71.54"," ","12,500","5","201906","6"," ","2004"
"경기도 고양덕양구 고양동","집합","7**","푸른마을로","제2종일반주거","제2종근린생활","25m미만","105.42"," ","18,400","5","201906","6"," ","2004"
"경기도 고양덕양구 고양동","집합","1**","혜음로","제2종일반주거","제1종근린생활","12m미만","18.9"," ","2,000","null","201906","28"," ","1998"
"경기도 고양덕양구 고양동","집합","1**","동헌로470번길","제3종일반주거","제2종근린생활","8m미만","18.4"," ","4,000","3","201907","2"," ","2008"
"경기도 고양덕양구 고양동","집합","2**","혜음로","일반상업","제2종근린생활","25m미만","265.13"," ","32,000","3","201910","4"," ","2004"
"경기도 고양덕양구 고양동","집합","7**","푸른마을로","제2종일반주거","제2종근린생활","25m미만","203.4"," ","24,000","5","201911","4"," ","2004"
"경기도 고양덕양구 고양동","집합","1**","혜음로","제2종일반주거","제1종근린생활","12m미만","16.77"," ","6,000","1","201911","18"," ","1998"
"경기도 고양덕양구 고양동","집합","2**","혜음로","일반상업","제1종근린생활","12m미만","34.56"," ","16,000","1","201912","2"," ","2013"
"경기도 고양덕양구 관산동","일반","5**","동헌로3번길","계획관리","제2종근린생활","12m미만","91.55","93.56","15,000","null","201902","20"," ","2002"
"경기도 고양덕양구 관산동","일반","5**","동헌로3번길","계획관리","제2종근린생활","12m미만","244.15","249.50","40,000","null","201902","20"," ","2002"
"경기도 고양덕양구 관산동","일반","4**","통일로940번길","개발제한구역","제2종근린생활","8m미만","65.04","324.00","20,000","null","201904","29"," ","1980"
"경기도 고양덕양구 관산동","집합","2**","통일로780번길","일반상업","제2종근린생활","12m미만","38.66"," ","16,200","null","201905","7"," ","2004"
"경기도 고양덕양구 관산동","일반","5**","동헌로","계획관리","제1종근린생활","12m미만","179.72","158.00","39,000","null","201905","30"," ","1992"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","21.41"," ","22,500","1","201905","31"," ","2014"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","25.73"," ","27,100","1","201905","31"," ","2014"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","46.02"," ","55,500","1","201906","2"," ","2014"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","51.92"," ","62,600","1","201906","2"," ","2014"
"경기도 고양덕양구 관산동","일반","2**","원당로458번길","개발제한구역","기타","8m미만","1494.09","2948.00","381,444","null","201906","5"," ","2002"
"경기도 고양덕양구 관산동","일반","2**","-","개발제한구역","기타","8m미만","229.5","325.00","55,688","null","201906","5"," ","2005"
"경기도 고양덕양구 관산동","일반","6**","동헌로1번길","계획관리","제2종근린생활","25m미만","494.5","667.00","165,000","null","201907","5"," ","2003"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","19.14"," ","13,000","1","201907","5"," ","2014"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","23.58"," ","20,000","1","201907","5"," ","2014"
"경기도 고양덕양구 관산동","집합","1**","통일로754번길","제2종일반주거","제1종근린생활","12m미만","15"," ","4,700","1","201908","7"," ","1983"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","22.29"," ","19,986","1","201910","21"," ","2014"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","22.17"," ","19,883","1","201910","21"," ","2014"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","41.26"," ","35,000","1","201911","1"," ","2014"
"경기도 고양덕양구 관산동","일반","6**","통일로","계획관리","제1종근린생활","25m미만","41.68","240.00","37,000","null","201911","30"," ","1999"
"경기도 고양덕양구 관산동","집합","1***","통일로","일반상업","제2종근린생활","25m이상","17.95"," ","11,141","1","201912","12"," ","2014"
"경기도 고양덕양구 내유동","집합","6**","통일로","계획관리","제1종근린생활","8m미만","62.92"," ","22,300","null","201902","11"," ","2018"
"경기도 고양덕양구 내유동","집합","6**","통일로","계획관리","제1종근린생활","8m미만","62.92"," ","22,300","null","201902","11"," ","2018"
"경기도 고양덕양구 내유동","일반","1**","-","계획관리","제2종근린생활","12m미만","132","372.00","28,000","null","201902","19"," ","2005"
"경기도 고양덕양구 내유동","일반","1**","내유길131번길","계획관리","제2종근린생활","12m미만","396","998.00","73,200","null","201902","19"," ","2005"
"경기도 고양덕양구 내유동","일반","1**","내유길131번길","계획관리","제2종근린생활","8m미만","230","595.00","43,640","null","201902","19"," ","2005"
"경기도 고양덕양구 내유동","일반","1**","내유길131번길","계획관리","제2종근린생활","12m미만","396","992.00","72,740","null","201902","19"," ","2005"
"경기도 고양덕양구 내유동","일반","1**","내유길131번길","계획관리","제2종근린생활","8m미만","320","808.00","59,160","null","201902","19"," ","2005"
"경기도 고양덕양구 내유동","일반","1**","내유길131번길","계획관리","제2종근린생활","8m미만","198","579.00","42,500","null","201902","19"," ","2005"
"경기도 고양덕양구 내유동","집합","6**","통일로","계획관리","제1종근린생활","8m미만","41.48"," ","20,200","null","201902","19"," ","2018"
"경기도 고양덕양구 내유동","일반","4**","통일로","계획관리","제2종근린생활","8m미만","509.95","1357.00","100,000","null","201902","25"," ","2012"
"경기도 고양덕양구 내유동","집합","6**","통일로","계획관리","제1종근린생활","8m미만","122.21"," ","44,600","null","201904","12"," ","2018"
"경기도 고양덕양구 내유동","일반","4**","통일로1108번길","계획관리","제1종근린생활","8m미만","573.9","637.00","168,470","null","201906","13"," ","2013"
"경기도 고양덕양구 내유동","일반","1**","내유길","계획관리","기타","8m미만","3632.84","2742.00","447,900","null","201906","18"," ","2010"
"경기도 고양덕양구 내유동","일반","2**","통일로1170번길","계획관리","제2종근린생활","8m미만","139.2","373.00","28,430","null","201908","7"," ","2008"
"경기도 고양덕양구 내유동","일반","2**","통일로1170번길","계획관리","제1종근린생활","8m미만","104","261.00","22,000","null","201911","29"," ","2012"
"경기도 고양덕양구 대자동","일반","3**","통일로","제1종일반주거","제1종근린생활","8m미만","342.5","596.00","133,774","null","201903","6"," ","2013"
"경기도 고양덕양구 대자동","일반","8**","동헌로","계획관리","제2종근린생활","12m미만","188.8","618.00","60,000","null","201903","22"," ","2002"
"경기도 고양덕양구 대자동","일반","3**","통일로542번길","제1종일반주거","제2종근린생활","12m미만","181.73","330.00","60,000","null","201905","10"," ","2001"
"경기도 고양덕양구 대자동","일반","3**","-","제1종일반주거","제2종근린생활","12m미만","38.7","335.00","60,000","null","201905","10"," ","2009"
"경기도 고양덕양구 대자동","일반","3**","-","제1종일반주거","제2종근린생활","12m미만","32.4","66.00","10,500","null","201905","10"," ","2001"
"경기도 고양덕양구 대자동","일반","4**","호국로1539번길","개발제한구역","제1종근린생활","8m미만","325.61","2304.00","130,000","null","201907","16"," ","null"
"경기도 고양덕양구 대자동","일반","7**","고골길264번길","생산관리","기타","8m미만","483.08","661.00","90,000","null","201908","30"," ","2006"
"경기도 고양덕양구 대자동","일반","9**","성령길","자연녹지","기타","8m미만","298.49","460.00","43,000","null","201911","14"," ","2005"
"경기도 고양덕양구 덕은동","일반","1**","덕은1로","제1종일반주거","제1종근린생활","8m미만","429.19","397.00","150,000","null","201904","5"," ","2016"
"경기도 고양덕양구 덕은동","일반","4*","중앙로","제1종일반주거","제2종근린생활","25m이상","80.62","119.00","50,200","null","201904","12"," ","null"
"경기도 고양덕양구 덕은동","일반","4*","중앙로","제1종일반주거","제2종근린생활","25m이상","78.61","89.00","39,800","null","201904","12"," ","null"
"경기도 고양덕양구 덕은동","일반","*","중앙로46번길","자연녹지","제2종근린생활","12m미만","495.8","990.00","245,686","null","201904","19"," ","2003"
"경기도 고양덕양구 덕은동","집합","*","중앙로62번길","제1종일반주거","제2종근린생활","12m미만","33.05"," ","4,250","null","201906","20"," ","2016"
"경기도 고양덕양구 덕은동","일반","6*","중앙로46번길","제1종일반주거","제1종근린생활","8m미만","481.83","912.00","190,000","null","201907","26"," ","2010"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제2종근린생활","25m이상","162.07"," ","60,000","3","201901","30"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제2종근린생활","25m이상","91.2"," ","28,000","3","201901","30"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제1종근린생활","25m이상","45.6"," ","78,975","1","201901","30"," ","2018"
"경기도 고양덕양구 도내동","집합","1***","도래울로","제2종일반주거","제1종근린생활","12m미만","101.95"," ","32,000","3","201902","28"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제2종근린생활","25m이상","88.29"," ","19,200","6","201903","27"," ","2015"
"경기도 고양덕양구 도내동","집합","1***","도래울로","제2종일반주거","제2종근린생활","12m미만","155"," ","77,000","2","201904","15"," ","2019"
"경기도 고양덕양구 도내동","집합","1***","도래울로","제2종일반주거","제2종근린생활","12m미만","112.71"," ","72,000","2","201904","15"," ","2019"
"경기도 고양덕양구 도내동","집합","1***","도래울로","제2종일반주거","제2종근린생활","12m미만","57.87"," ","30,000","2","201904","15"," ","2019"
"경기도 고양덕양구 도내동","집합","1***","도래울로","제2종일반주거","제2종근린생활","12m미만","144.88"," ","78,000","2","201904","15"," ","2019"
"경기도 고양덕양구 도내동","집합","1***","도래울로","제2종일반주거","제2종근린생활","12m미만","63.36"," ","33,000","2","201904","15"," ","2019"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","140.62"," ","28,380","6","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","168.38"," ","33,142","5","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","107.5"," ","21,159","5","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","107.5"," ","21,159","5","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","107.5"," ","21,159","5","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","168.38"," ","33,142","6","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","107.5"," ","21,159","6","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","107.5"," ","21,159","6","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","107.5"," ","21,159","6","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","140.62"," ","28,380","5","201905","31"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","의장로","일반상업","제1종근린생활","25m미만","140.62"," ","44,000","3","201906","3"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제2종근린생활","25m이상","91.2"," ","19,800","4","201906","3"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제2종근린생활","25m이상","81.84"," ","90,000","1","201907","5"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","업무","25m이상","162.07"," ","39,350","6","201908","23"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","업무","25m이상","83.52"," ","20,270","6","201908","23"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","업무","25m이상","91.2"," ","22,140","6","201908","23"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","업무","25m이상","87"," ","21,120","6","201908","23"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","업무","25m이상","87"," ","21,120","6","201908","23"," ","2018"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제1종근린생활","25m이상","189.45"," ","55,000","2","201909","17"," ","2015"
"경기도 고양덕양구 도내동","집합","9**","도래울로","일반상업","제1종근린생활","25m이상","194.04"," ","41,000","4","201909","20"," ","2015"
"경기도 고양덕양구 동산동","집합","3**","동송로","준주거","제2종근린생활","25m이상","53.95"," ","36,800","null","201904","2"," ","2018"
"경기도 고양덕양구 동산동","집합","3**","동송로","준주거","제2종근린생활","25m이상","52.64"," ","35,800","null","201904","2"," ","2018"
"경기도 고양덕양구 동산동","일반","5*","-","제1종일반주거","제2종근린생활","8m미만","198","279.00","77,000","null","201908","21"," ","2005"
"경기도 고양덕양구 동산동","일반","1**","고양대로1910번길","제1종일반주거","제2종근린생활","8m미만","543.4","260.00","207,558","null","201909","19"," ","2018"
"경기도 고양덕양구 벽제동","일반","3*","-","자연녹지","제1종근린생활","8m미만","83.52","136.00","33,500","null","201910","2"," ","2017"
"경기도 고양덕양구 삼송동","일반","1*","신도3길","제1종일반주거","제1종근린생활","8m미만","99.95","98.00","44,000","null","201901","3"," ","2010"
"경기도 고양덕양구 삼송동","집합","3**","세솔로","제3종일반주거","제1종근린생활","25m미만","31.3"," ","38,000","null","201901","11"," ","2015"
"경기도 고양덕양구 삼송동","집합","3**","삼송로","제2종일반주거","제1종근린생활","25m미만","35.89"," ","35,000","1","201905","21"," ","2014"
"경기도 고양덕양구 삼송동","집합","3**","동세로","제2종일반주거","제2종근린생활","25m이상","155.44"," ","34,500","3","201906","27"," ","2015"
"경기도 고양덕양구 삼송동","집합","3**","동세로","제2종일반주거","제2종근린생활","25m이상","244.04"," ","54,300","3","201906","27"," ","2015"
"경기도 고양덕양구 삼송동","집합","3**","동세로","제2종일반주거","제2종근린생활","25m이상","184.49"," ","41,200","3","201906","27"," ","2015"
"경기도 고양덕양구 삼송동","집합","2**","동송로","일반상업","판매","25m이상","66.34"," ","60,500","2","201909","29"," ","2019"
"경기도 고양덕양구 삼송동","집합","3**","삼송로","제2종일반주거","제2종근린생활","25m미만","176.19"," ","70,500","2","201910","29"," ","2014"
"경기도 고양덕양구 삼송동","집합","2**","삼송로","일반상업","제1종근린생활","25m이상","66.3"," ","38,000","null","201911","25"," ","2018"
"경기도 고양덕양구 성사동","집합","4**","고양대로1407번길","제2종일반주거","제1종근린생활","25m미만","47.16"," ","12,000","1","201902","13"," ","1986"
"경기도 고양덕양구 성사동","일반","7**","호국로790번길","준주거","제1종근린생활","12m미만","955.54","414.90","360,000","null","201902","14"," ","1985"
"경기도 고양덕양구 성사동","집합","5**","호국로","일반상업","제1종근린생활","25m이상","48"," ","55,000","1","201903","22"," ","2004"
"경기도 고양덕양구 성사동","집합","8**","호국로","제3종일반주거","제2종근린생활","25m이상","31.74"," ","15,500","1","201903","23"," ","2009"
"경기도 고양덕양구 성사동","집합","7**","고양대로1384번길","제3종일반주거","제1종근린생활","25m미만","29.25"," ","5,000","null","201905","11"," ","1992"
"경기도 고양덕양구 성사동","집합","7**","고양대로1384번길","제2종일반주거","제1종근린생활","25m이상","100.19"," ","25,000","null","201905","20"," ","2002"
"경기도 고양덕양구 성사동","집합","7**","고양대로1384번길","제2종일반주거","제1종근린생활","25m미만","78.82"," ","12,000","3","201905","27"," ","1994"
"경기도 고양덕양구 성사동","집합","7**","고양대로1384번길","제2종일반주거","제1종근린생활","25m미만","73.31"," ","13,000","3","201905","27"," ","1994"
"경기도 고양덕양구 성사동","일반","6**","호국로","일반상업","제1종근린생활","25m이상","170.11","293.00","200,000","null","201905","31"," ","1994"
"경기도 고양덕양구 성사동","집합","7**","고양대로1384번길","제3종일반주거","제2종근린생활","25m미만","42"," ","6,000","2","201906","19"," ","1992"
"경기도 고양덕양구 성사동","집합","7**","고양대로1384번길","제3종일반주거","제2종근린생활","25m미만","42"," ","6,000","2","201906","19"," ","1992"
