zip,violent crime,property crime
05921,,
05922,,
05923,,
05924,,
05925,,
05926,,
05927,,
05928,,
05929,,
05930,,
05931,,
05932,,
05933,,
05934,,
05935,,
05936,,
05937,,
05938,,
05939,,
05940,,
05941,,
05942,,
05943,,
05944,,
05945,,
05946,,
05947,,
05948,,
05949,,
05950,,
05951,,
05952,,
05953,,
05954,,
05955,,
05956,,
05957,,
05958,,
05959,,
05960,,
05961,,
05962,,
05963,,
05964,,
05965,,
05966,,
05967,,
05968,,
05969,,
05970,,
05971,,
05972,,
05973,,
05974,,
05975,,
05976,,
05977,,
05978,,
05979,,
05980,,
05981,,
05982,,
05983,,
05984,,
05985,,
05986,,
05987,,
05988,,
05989,,
05990,,
05991,,
05992,,
05993,,
05994,,
05995,,
05996,,
05997,,
05998,,
05999,,
06000,,
06001,6.4,11.6
06002,27.1,35.3
06003,,
06004,,
06005,,
06006,,
06007,,
06008,,
06009,,
06010,30.6,37.9
06011,,
06012,,
06013,3.7,7.4
06014,,
06015,,
06016,24.1,33.4
06017,,
06018,25.2,31.0
06019,10.3,15.2
06020,,
06021,11.9,16.5
06022,6.2,14.4
06023,27.1,32.6
06024,11.3,17.2
06025,,
06026,12.6,17.2
06027,13.0,16.6
06028,,
06029,16.7,23.2
06030,,
06031,10.3,15.0
06032,15.8,24.7
06033,14.0,19.4
06034,,
06035,5.1,10.2
06036,,
06037,12.8,18.3
06038,,
06039,19.0,24.9
06040,37.2,45.7
06041,,
06042,27.3,36.2
06043,10.8,14.8
06044,,
06045,,
06046,,
06047,,
06048,,
06049,,
06050,,
06051,60.8,68.0
06052,35.0,43.0
06053,44.1,52.2
06054,,
06055,,
06056,,
06057,6.1,10.2
06058,19.0,24.0
06059,,
06060,5.0,10.2
06061,10.1,20.4
06062,26.5,34.8
06063,8.9,12.9
06064,,
06065,8.7,12.4
06066,32.8,39.4
06067,22.8,30.4
06068,15.6,21.3
06069,16.7,21.7
06070,7.0,11.6
06071,16.0,21.1
06072,,
06073,3.6,8.7
06074,10.0,16.1
06075,,
06076,25.3,31.4
06077,,
06078,18.6,22.6
06079,,
06080,,
06081,23.4,28.5
06082,24.5,31.0
06083,,
06084,3.8,8.5
06085,14.5,23.0
06086,,
06087,,
06088,24.3,33.7
06089,12.6,17.8
06090,4.5,10.0
06091,13.4,19.1
06092,5.0,5.0
06093,11.0,15.1
06094,,
06095,18.0,24.3
06096,24.5,30.7
06097,,
06098,27.8,34.7
06099,,
06100,,
06101,,
06102,,
06103,61.8,67.2
06104,,
06105,76.3,77.7
06106,76.4,77.8
06107,10.4,18.6
06108,50.1,58.0
06109,18.2,23.4
06110,31.2,39.7
06111,19.1,28.0
06112,75.5,77.0
06113,,
06114,77.8,79.1
06115,,
06116,,
06117,12.6,21.1
06118,36.2,43.4
06119,31.0,41.0
06120,77.7,79.1
06121,,
06122,,
06123,,
06124,,
06125,,
06126,,
06127,,
06128,,
06129,,
06130,,
06131,,
06132,,
06133,,
06134,,
06135,,
06136,,
06137,,
06138,,
06139,,
06140,,
06141,,
06142,,
06143,,
06144,,
06145,,
06146,,
06147,,
06148,,
06149,,
06150,,
06151,,
06152,,
06153,,
06154,,
06155,,
06156,,
06157,,
06158,,
06159,,
06160,,
06161,,
06162,,
06163,,
06164,,
06165,,
06166,,
06167,,
06168,,
06169,,
06170,,
06171,,
06172,,
06173,,
06174,,
06175,,
06176,,
06177,,
06178,,
06179,,
06180,,
06181,,
06182,,
06183,,
06184,,
06185,,
06186,,
06187,,
06188,,
06189,,
06190,,
06191,,
06192,,
06193,,
06194,,
06195,,
06196,,
06197,,
06198,,
06199,,
06200,,
06201,,
06202,,
06203,,
06204,,
06205,,
06206,,
06207,,
06208,,
06209,,
06210,,
06211,,
06212,,
06213,,
06214,,
06215,,
06216,,
06217,,
06218,,
06219,,
06220,,
06221,,
06222,,
06223,,
06224,,
06225,,
06226,50.9,57.3
06227,,
06228,,
06229,,
06230,,
06231,10.2,14.2
06232,9.5,13.7
06233,,
06234,18.7,23.5
06235,17.6,21.5
06236,,
06237,4.6,8.4
06238,13.2,18.4
06239,35.1,41.5
06240,,
06241,24.9,31.0
06242,9.3,13.8
06243,8.5,23.9
06244,,
06245,,
06246,,
06247,13.8,18.1
06248,4.4,8.1
06249,13.2,17.4
06250,20.4,26.4
06251,,
06252,,
06253,,
06254,9.0,13.0
06255,21.8,27.0
06256,20.4,25.9
06257,,
06258,,
06259,13.4,18.1
06260,35.4,40.9
06261,,
06262,19.9,23.6
06263,36.2,44.7
06264,5.0,5.0
06265,,
06266,55.4,58.4
06267,,
06268,26.4,33.3
06269,5.0,5.0
06270,,
06271,,
06272,,
06273,,
06274,,
06275,,
06276,,
06277,10.3,14.3
06278,24.4,29.3
06279,22.2,27.7
06280,25.0,31.7
06281,8.7,12.9
06282,15.7,19.8
06283,,
06284,,
06285,,
06286,,
06287,,
06288,,
06289,,
06290,,
06291,,
06292,,
06293,,
06294,,
06295,,
06296,,
06297,,
06298,,
06299,,
06300,,
06301,,
06302,,
06303,,
06304,,
06305,,
06306,,
06307,,
06308,,
06309,,
06310,,
06311,,
06312,,
06313,,
06314,,
06315,,
06316,,
06317,,
06318,,
06319,,
06320,59.5,63.4
06321,,
06322,,
06323,,
06324,,
06325,,
06326,,
06327,,
06328,,
06329,,
06330,24.2,29.3
06331,16.0,20.1
06332,33.1,36.2
06333,9.3,14.8
06334,16.9,20.8
06335,16.2,19.4
06336,7.0,13.9
06337,,
06338,,
06339,19.0,22.6
06340,38.7,47.0
06341,,
06342,,
06343,,
06344,,
06345,,
06346,,
06347,,
06348,,
06349,,
06350,8.3,16.8
06351,23.7,29.7
06352,,
06353,7.5,20.8
06354,25.0,28.5
06355,14.6,20.9
06356,,
06357,24.8,30.9
06358,,
06359,11.5,16.0
06360,43.2,48.8
06361,,
06362,,
06363,,
06364,,
06365,15.8,20.0
06366,,
06367,,
06368,,
06369,,
06370,17.0,22.4
06371,12.9,17.9
06372,,
06373,58.5,57.8
06374,24.2,27.6
06375,15.4,21.1
06376,15.1,21.0
06377,16.6,20.9
06378,18.2,25.0
06379,27.8,34.4
06380,49.1,55.8
06381,,
06382,25.9,31.1
06383,,
06384,14.5,18.5
06385,20.9,26.8
06386,,
06387,47.2,54.0
06388,,
06389,19.3,28.7
06390,20.4,26.9
06391,,
06392,,
06393,,
06394,,
06395,,
06396,,
06397,,
06398,,
06399,,
06400,,
06401,39.3,46.8
06402,,
06403,19.2,23.5
06404,,
06405,22.9,31.7
06406,,
06407,,
06408,,
06409,33.0,38.4
06410,9.1,14.0
06411,,
06412,18.6,24.0
06413,20.3,28.1
06414,6.1,17.1
06415,16.3,22.1
06416,17.4,25.7
06417,21.0,26.0
06418,38.0,46.1
06419,4.6,8.3
06420,6.7,10.4
06421,,
06422,9.7,13.7
06423,13.0,17.5
06424,10.0,15.2
06425,,
06426,12.2,17.6
06427,,
06428,,
06429,,
06430,,
06431,,
06432,,
06433,,
06434,,
06435,,
06436,,
06437,10.0,15.7
06438,14.8,19.6
06439,,
06440,,
06441,3.6,7.7
06442,18.8,23.4
06443,9.7,14.2
06444,20.3,28.3
06445,,
06446,,
06447,5.1,8.9
06448,,
06449,,
06450,34.2,41.5
06451,38.7,46.1
06452,,
06453,,
06454,,
06455,7.2,11.2
06456,25.6,30.5
06457,33.3,40.7
06458,,
06459,,
06460,20.6,29.9
06461,12.4,20.5
06462,,
06463,,
06464,,
06465,,
06466,,
06467,5.0,5.0
06468,11.6,15.7
06469,17.9,22.6
06470,11.6,15.1
06471,13.5,19.2
06472,7.9,13.3
06473,13.1,20.6
06474,,
06475,19.4,26.0
06476,,
06477,8.9,17.6
06478,7.1,11.8
06479,10.9,18.0
06480,18.0,22.6
06481,24.4,29.5
06482,10.8,14.2
06483,21.1,27.0
06484,17.0,22.5
06485,,
06486,,
06487,,
06488,16.1,21.4
06489,15.3,22.3
06490,,
06491,,
06492,19.6,25.6
06493,,
06494,,
06495,,
06496,,
06497,,
06498,20.2,25.3
06499,,
06500,,
06501,,
06502,,
06503,,
06504,,
06505,,
06506,,
06507,,
06508,,
06509,,
06510,55.3,61.7
06511,61.2,65.8
06512,32.8,41.9
06513,65.3,71.0
06514,30.1,36.5
06515,54.4,60.6
06516,40.2,47.1
06517,25.1,31.2
06518,20.8,27.2
06519,67.1,71.7
06520,,
06521,,
06522,,
06523,,
06524,4.5,8.1
06525,8.6,14.2
06526,,
06527,,
06528,,
06529,,
06530,,
06531,,
06532,,
06533,,
06534,,
06535,,
06536,,
06537,,
06538,,
06539,,
06540,,
06541,,
06542,,
06543,,
06544,,
06545,,
06546,,
06547,,
06548,,
06549,,
06550,,
06551,,
06552,,
06553,,
06554,,
06555,,
06556,,
06557,,
06558,,
06559,,
06560,,
06561,,
06562,,
06563,,
06564,,
06565,,
06566,,
06567,,
06568,,
06569,,
06570,,
06571,,
06572,,
06573,,
06574,,
06575,,
06576,,
06577,,
06578,,
06579,,
06580,,
06581,,
06582,,
06583,,
06584,,
06585,,
06586,,
06587,,
06588,,
06589,,
06590,,
06591,,
06592,,
06593,,
06594,,
06595,,
06596,,
06597,,
06598,,
06599,,
06600,,
06601,,
06602,,
06603,,
06604,68.3,65.9
06605,70.6,69.7
06606,51.6,48.0
06607,68.7,67.6
06608,72.3,70.4
06609,,
06610,67.6,65.6
06611,9.8,16.7
06612,6.3,9.6
06613,,
06614,17.5,25.4
06615,34.0,42.5
06616,,
06617,,
06618,,
06619,,
06620,,
06621,,
06622,,
06623,,
06624,,
06625,,
06626,,
06627,,
06628,,
06629,,
06630,,
06631,,
06632,,
06633,,
06634,,
06635,,
06636,,
06637,,
06638,,
06639,,
06640,,
06641,,
06642,,
06643,,
06644,,
06645,,
06646,,
06647,,
06648,,
06649,,
06650,,
06651,,
06652,,
06653,,
06654,,
06655,,
06656,,
06657,,
06658,,
06659,,
06660,,
06661,,
06662,,
06663,,
06664,,
06665,,
06666,,
06667,,
06668,,
06669,,
06670,,
06671,,
06672,,
06673,,
06674,,
06675,,
06676,,
06677,,
06678,,
06679,,
06680,,
06681,,
06682,,
06683,,
06684,,
06685,,
06686,,
06687,,
06688,,
06689,,
06690,,
06691,,
06692,,
06693,,
06694,,
06695,,
06696,,
06697,,
06698,,
06699,,
06700,,
06701,,
06702,66.5,79.0
06703,,
06704,65.0,78.2
06705,55.1,73.5
06706,60.1,75.7
06707,,
06708,46.2,68.0
06709,,
06710,65.4,78.5
06711,,
06712,12.3,16.4
06713,,
06714,,
06715,,
06716,16.8,23.1
06717,,
06718,,
06719,,
06720,,
06721,,
06722,,
06723,,
06724,,
06725,,
06726,,
06727,,
06728,,
06729,,
06730,,
06731,,
06732,,
06733,,
06734,,
06735,,
06736,,
06737,,
06738,,
06739,,
06740,,
06741,,
06742,,
06743,,
06744,,
06745,,
06746,,
06747,,
06748,,
06749,,
06750,20.4,26.6
06751,15.9,20.6
06752,9.8,14.0
06753,,
06754,11.2,15.8
06755,14.1,20.1
06756,6.8,11.1
06757,29.8,35.3
06758,16.8,20.6
06759,15.5,20.5
06760,,
06761,,
06762,10.6,15.3
06763,11.4,16.2
06764,,
06765,,
06766,,
06767,,
06768,,
06769,,
06770,27.1,34.8
06771,,
06772,,
06773,,
06774,,
06775,,
06776,18.6,24.4
06777,5.8,11.0
06778,24.7,28.4
06779,22.2,28.9
06780,,
06781,,
06782,12.3,17.8
06783,7.8,12.8
06784,6.9,11.4
06785,5.7,10.6
06786,21.8,27.9
06787,18.2,23.8
06788,,
06789,,
06790,29.9,37.2
06791,4.8,8.3
06792,,
06793,23.3,28.8
06794,19.8,24.9
06795,14.4,20.5
06796,10.6,15.8
06797,,
06798,14.8,19.8
06799,,
06800,,
06801,15.4,20.9
06802,,
06803,,
06804,9.6,14.3
06805,,
06806,,
06807,18.4,23.6
06808,,
06809,,
06810,40.0,46.3
06811,19.3,24.6
06812,7.4,12.2
06813,,
06814,,
06815,,
06816,,
06817,,
06818,,
06819,,
06820,3.6,8.8
06821,,
06822,,
06823,,
06824,7.4,14.2
06825,14.4,21.1
06826,,
06827,,
06828,,
06829,,
06830,24.0,30.1
06831,14.6,19.6
06832,,
06833,,
06834,,
06835,,
06836,,
06837,,
06838,,
06839,,
06840,8.5,13.5
06841,,
06842,,
06843,,
06844,,
06845,,
06846,,
06847,,
06848,,
06849,,
06850,17.5,26.9
06851,17.9,25.1
06852,,
06853,14.1,19.2
06854,33.2,40.9
06855,21.8,31.3
06856,,
06857,,
06858,,
06859,,
06860,,
06861,,
06862,,
06863,,
06864,,
06865,,
06866,,
06867,,
06868,,
06869,,
06870,3.6,8.3
06871,,
06872,,
06873,,
06874,,
06875,,
06876,,
06877,6.0,9.9
06878,4.3,9.0
06879,,
06880,7.7,13.6
06881,,
06882,,
06883,5.0,2.3
06884,,
06885,,
06886,,
06887,,
06888,,
06889,,
06890,5.6,12.2
06891,,
06892,,
06893,,
06894,,
06895,,
06896,8.4,12.9
06897,4.6,8.9
06898,,
06899,,
06900,,
06901,36.7,47.6
06902,29.0,38.5
06903,9.9,13.6
06904,,
06905,13.0,19.5
06906,21.3,30.3
06907,15.1,23.4
06908,,
06909,,
06910,,
06911,,
06912,,
06913,,
06914,,
06915,,
06916,,
06917,,
06918,,
06919,,
06920,,
06921,,
06922,,
06923,,
06924,,
06925,,
06926,,
06927,,
06928,,
06929,,
06930,,
06931,,
06932,,
06933,,
06934,,
06935,,
06936,,
06937,,
06938,,
06939,,
06940,,
06941,,
06942,,
06943,,
06944,,
06945,,
06946,,
06947,,
06948,,
06949,,
06950,,
06951,,
06952,,
06953,,
06954,,
06955,,
06956,,
06957,,
06958,,
06959,,
06960,,
06961,,
06962,,
06963,,
06964,,
06965,,
06966,,
06967,,
06968,,
06969,,
06970,,
06971,,
06972,,
06973,,
06974,,
06975,,
06976,,
06977,,
06978,,
06979,,
06980,,
06981,,
06982,,
06983,,
06984,,
06985,,
06986,,
06987,,
06988,,
06989,,
06990,,
06991,,
06992,,
06993,,
06994,,
06995,,
06996,,
06997,,
06998,,
06999,,
07000,,
07001,28.8,36.4
07002,40.6,47.0
07003,30.9,39.0
07004,10.5,18.6
07005,14.7,20.6
07006,14.2,19.1
07007,,
07008,32.3,37.3
07009,8.9,13.8
07010,33.6,38.8
07011,39.4,45.8
07012,21.9,28.5
07013,20.6,26.3
07014,17.2,22.9
07015,,
07016,10.7,15.6
07017,62.8,63.7
07018,62.9,63.8
07019,,
07020,24.6,33.1
07021,5.0,4.6
07022,46.1,51.8
07023,8.3,13.2
07024,24.2,30.1
07025,,
07026,45.0,52.1
07027,22.9,30.4
07028,2.7,9.4
07029,44.6,51.4
07030,33.3,42.0
07031,28.1,34.6
07032,36.2,43.6
07033,16.3,22.5
07034,15.5,21.1
07035,20.0,25.2
07036,35.7,43.9
07037,,
07038,,
07039,3.9,9.6
07040,18.4,24.9
07041,15.5,23.8
07042,31.4,39.0
07043,5.9,11.9
07044,9.1,13.7
07045,4.5,9.1
07046,4.5,9.7
07047,43.5,48.5
07048,,
07049,,
07050,66.7,68.0
07051,,
07052,26.0,32.5
07053,,
07054,20.1,26.3
07055,61.7,64.7
07056,,
07057,28.2,35.1
07058,16.5,23.6
07059,4.2,7.5
07060,53.3,56.8
07061,,
07062,49.5,52.2
07063,43.6,45.8
07064,10.2,24.5
07065,32.4,37.7
07066,14.0,19.5
07067,9.2,20.5
07068,9.2,14.1
07069,15.4,34.1
07070,18.5,25.3
07071,25.8,32.1
07072,20.9,28.8
07073,31.1,38.7
07074,27.2,33.9
07075,15.7,20.3
07076,13.8,19.0
07077,10.7,26.6
07078,5.0,3.5
07079,18.9,25.0
07080,16.1,22.3
07081,17.8,24.5
07082,3.0,7.7
07083,21.9,28.5
07084,,
07085,,
07086,37.4,47.3
07087,57.1,64.0
07088,49.7,56.3
07089,,
07090,7.2,12.8
07091,,
07092,10.2,14.2
07093,52.8,58.2
07094,23.4,32.1
07095,10.4,25.9
07096,,
07097,,
07098,,
07099,,
07100,,
07101,,
07102,71.4,64.5
07103,74.8,68.8
07104,76.0,70.4
07105,71.9,67.0
07106,75.7,70.1
07107,75.8,70.2
07108,75.9,70.4
07109,36.4,42.9
07110,19.9,25.2
07111,67.2,67.3
07112,75.6,70.0
07113,,
07114,77.2,72.0
07115,,
07116,,
07117,,
07118,,
07119,,
07120,,
07121,,
07122,,
07123,,
07124,,
07125,,
07126,,
07127,,
07128,,
07129,,
07130,,
07131,,
07132,,
07133,,
07134,,
07135,,
07136,,
07137,,
07138,,
07139,,
07140,,
07141,,
07142,,
07143,,
07144,,
07145,,
07146,,
07147,,
07148,,
07149,,
07150,,
07151,,
07152,,
07153,,
07154,,
07155,,
07156,,
07157,,
07158,,
07159,,
07160,,
07161,,
07162,,
07163,,
07164,,
07165,,
07166,,
07167,,
07168,,
07169,,
07170,,
07171,,
07172,,
07173,,
07174,,
07175,,
07176,,
07177,,
07178,,
07179,,
07180,,
07181,,
07182,,
07183,,
07184,,
07185,,
07186,,
07187,,
07188,,
07189,,
07190,,
07191,,
07192,,
07193,,
07194,,
07195,,
07196,,
07197,,
07198,,
07199,,
07200,,
07201,60.5,65.6
07202,58.9,64.3
07203,44.7,51.2
07204,26.3,32.5
07205,38.9,44.6
07206,65.6,69.0
07207,,
07208,56.6,62.0
07209,,
07210,,
07211,,
07212,,
07213,,
07214,,
07215,,
07216,,
07217,,
07218,,
07219,,
07220,,
07221,,
07222,,
07223,,
07224,,
07225,,
07226,,
07227,,
07228,,
07229,,
07230,,
07231,,
07232,,
07233,,
07234,,
07235,,
07236,,
07237,,
07238,,
07239,,
07240,,
07241,,
07242,,
07243,,
07244,,
07245,,
07246,,
07247,,
07248,,
07249,,
07250,,
07251,,
07252,,
07253,,
07254,,
07255,,
07256,,
07257,,
07258,,
07259,,
07260,,
07261,,
07262,,
07263,,
07264,,
07265,,
07266,,
07267,,
07268,,
07269,,
07270,,
07271,,
07272,,
07273,,
07274,,
07275,,
07276,,
07277,,
07278,,
07279,,
07280,,
07281,,
07282,,
07283,,
07284,,
07285,,
07286,,
07287,,
07288,,
07289,,
07290,,
07291,,
07292,,
07293,,
07294,,
07295,,
07296,,
07297,,
07298,,
07299,,
07300,,
07301,,
07302,28.2,32.7
07303,,
07304,57.4,60.1
07305,56.8,58.7
07306,46.5,50.3
07307,45.0,48.2
07308,,
07309,,
07310,29.1,34.5
07311,21.4,23.8
07312,,
07313,,
07314,,
07315,,
07316,,
07317,,
07318,,
07319,,
07320,,
07321,,
07322,,
07323,,
07324,,
07325,,
07326,,
07327,,
07328,,
07329,,
07330,,
07331,,
07332,,
07333,,
07334,,
07335,,
07336,,
07337,,
07338,,
07339,,
07340,,
07341,,
07342,,
07343,,
07344,,
07345,,
07346,,
07347,,
07348,,
07349,,
07350,,
07351,,
07352,,
07353,,
07354,,
07355,,
07356,,
07357,,
07358,,
07359,,
07360,,
07361,,
07362,,
07363,,
07364,,
07365,,
07366,,
07367,,
07368,,
07369,,
07370,,
07371,,
07372,,
07373,,
07374,,
07375,,
07376,,
07377,,
07378,,
07379,,
07380,,
07381,,
07382,,
07383,,
07384,,
07385,,
07386,,
07387,,
07388,,
07389,,
07390,,
07391,,
07392,,
07393,,
07394,,
07395,,
07396,,
07397,,
07398,,
07399,,
07400,,
07401,10.3,14.8
07402,,
07403,21.2,25.6
07404,,
07405,13.6,17.2
07406,,
07407,29.2,35.9
07408,,
07409,,
07410,12.1,18.0
07411,,
07412,,
07413,,
07414,,
07415,,
07416,24.0,31.3
07417,5.0,9.8
07418,11.6,17.1
07419,18.1,24.0
07420,22.7,26.4
07421,17.4,22.0
07422,14.3,19.7
07423,5.0,2.9
07424,23.3,28.3
07425,,
07426,,
07427,,
07428,,
07429,,
07430,14.5,19.0
07431,,
07432,10.7,15.7
07433,,
07434,,
07435,4.7,9.8
07436,8.0,11.9
07437,,
07438,9.6,13.5
07439,17.2,21.1
07440,13.9,18.8
07441,,
07442,19.0,23.9
07443,,
07444,15.9,21.1
07445,,
07446,5.0,9.8
07447,,
07448,,
07449,,
07450,8.8,14.0
07451,,
07452,5.0,5.7
07453,,
07454,,
07455,,
07456,7.0,10.4
07457,20.6,32.0
07458,3.6,7.7
07459,,
07460,10.8,15.8
07461,15.0,19.8
07462,22.9,29.4
07463,8.3,11.9
07464,,
07465,13.6,18.1
07466,,
07467,,
07468,,
07469,,
07470,13.5,20.9
07471,,
07472,,
07473,,
07474,,
07475,,
07476,,
07477,,
07478,,
07479,,
07480,11.3,15.8
07481,5.1,9.2
07482,,
07483,,
07484,,
07485,,
07486,,
07487,,
07488,,
07489,,
07490,,
07491,,
07492,,
07493,,
07494,,
07495,,
07496,,
07497,,
07498,,
07499,,
07500,,
07501,72.2,69.9
07502,58.5,55.5
07503,64.1,62.5
07504,59.2,57.1
07505,72.5,70.2
07506,22.9,29.9
07507,,
07508,25.6,29.9
07509,,
07510,,
07511,,
07512,16.3,25.1
07513,70.1,69.0
07514,71.6,69.2
07515,,
07516,,
07517,,
07518,,
07519,,
07520,,
07521,,
07522,72.1,69.7
07523,,
07524,72.3,70.0
07525,,
07526,,
07527,,
07528,,
07529,,
07530,,
07531,,
07532,,
07533,,
07534,,
07535,,
07536,,
07537,,
07538,,
07539,,
07540,,
07541,,
07542,,
07543,,
07544,,
07545,,
07546,,
07547,,
07548,,
07549,,
07550,,
07551,,
07552,,
07553,,
07554,,
07555,,
07556,,
07557,,
07558,,
07559,,
07560,,
07561,,
07562,,
07563,,
07564,,
07565,,
07566,,
07567,,
07568,,
07569,,
07570,,
07571,,
07572,,
07573,,
07574,,
07575,,
07576,,
07577,,
07578,,
07579,,
07580,,
07581,,
07582,,
07583,,
07584,,
07585,,
07586,,
07587,,
07588,,
07589,,
07590,,
07591,,
07592,,
07593,,
07594,,
07595,,
07596,,
07597,,
07598,,
07599,,
07600,,
07601,44.0,51.4
07602,,
07603,28.6,33.3
07604,20.7,26.1
07605,23.1,28.6
07606,40.0,45.0
07607,23.8,30.2
07608,74.9,79.5
07609,,
07610,,
07611,,
07612,,
07613,,
07614,,
07615,,
07616,,
07617,,
07618,,
07619,,
07620,13.1,17.3
07621,21.3,25.9
07622,,
07623,,
07624,8.2,12.1
07625,,
07626,4.4,8.4
07627,2.6,6.6
07628,17.3,21.9
07629,,
07630,13.2,16.9
07631,33.0,39.0
07632,4.8,9.4
07633,,
07634,,
07635,,
07636,,
07637,,
07638,,
07639,,
07640,6.3,8.7
07641,5.0,3.7
07642,10.0,13.2
07643,33.3,38.7
07644,39.5,46.8
07645,13.2,17.0
07646,22.6,27.7
07647,14.5,17.8
07648,11.9,15.3
07649,6.4,10.0
07650,31.8,38.2
07651,,
07652,11.4,24.5
07653,,
07654,,
07655,,
07656,13.2,17.1
07657,24.8,30.6
07658,,
07659,,
07660,29.7,35.5
07661,12.6,17.5
07662,26.8,33.6
07663,16.7,24.5
07664,,
07665,,
07666,19.8,25.7
07667,,
07668,,
07669,,
07670,8.7,13.5
07671,,
07672,,
07673,,
07674,,
07675,12.1,16.0
07676,4.2,7.7
07677,5.0,4.2
07678,,
07679,,
07680,,
07681,,
07682,,
07683,,
07684,,
07685,,
07686,,
07687,,
07688,,
07689,,
07690,,
07691,,
07692,,
07693,,
07694,,
07695,,
07696,,
07697,,
07698,,
07699,,
07700,,
07701,29.9,35.8
07702,6.0,10.8
07703,9.5,19.1
07704,5.4,9.0
07705,,
07706,,
07707,,
07708,,
07709,,
07710,,
07711,10.3,19.7
07712,39.0,49.0
07713,,
07714,,
07715,,
07716,18.8,24.6
07717,19.3,29.2
07718,13.6,18.5
07719,24.1,30.4
07720,40.4,50.3
07721,31.2,36.9
07722,6.2,10.2
07723,22.9,38.7
07724,25.0,35.5
07725,,
07726,10.1,14.0
07727,25.5,30.6
07728,21.0,27.7
07729,,
07730,13.5,19.2
07731,13.4,17.8
07732,28.1,34.7
07733,5.9,10.7
07734,41.4,48.0
07735,28.0,33.1
07736,,
07737,13.3,18.0
07738,4.0,8.7
07739,5.0,5.9
07740,44.8,52.0
07741,,
07742,,
07743,,
07744,,
07745,,
07746,5.0,4.0
07747,15.9,21.5
07748,11.2,16.3
07749,,
07750,12.8,19.4
07751,4.9,8.7
07752,,
07753,36.5,46.0
07754,,
07755,13.9,22.1
07756,36.7,47.3
07757,14.8,19.6
07758,14.6,19.3
07759,,
07760,10.6,15.1
07761,,
07762,22.0,26.7
07763,,
07764,13.0,20.4
07765,,
07766,,
07767,,
07768,,
07769,,
07770,,
07771,,
07772,,
07773,,
07774,,
07775,,
07776,,
07777,,
07778,,
07779,,
07780,,
07781,,
07782,,
07783,,
07784,,
07785,,
07786,,
07787,,
07788,,
07789,,
07790,,
07791,,
07792,,
07793,,
07794,,
07795,,
07796,,
07797,,
07798,,
07799,,
07800,,
07801,34.8,40.8
07802,,
07803,18.6,22.6
07804,,
07805,,
07806,,
07807,,
07808,,
07809,,
07810,,
07811,,
07812,,
07813,,
07814,,
07815,,
07816,,
07817,,
07818,,
07819,,
07820,7.2,18.5
07821,8.2,12.2
07822,10.8,15.2
07823,23.7,29.9
07824,,
07825,13.8,17.8
07826,13.3,18.9
07827,20.6,26.7
07828,27.9,34.3
07829,,
07830,3.6,7.4
07831,,
07832,16.6,23.5
07833,40.7,50.8
07834,11.7,16.2
07835,,
07836,16.7,22.5
07837,,
07838,9.8,17.5
07839,,
07840,22.9,28.9
07841,,
07842,8.0,20.2
07843,15.9,19.9
07844,,
07845,,
07846,5.6,11.7
07847,8.8,13.9
07848,22.6,29.3
07849,14.1,18.3
07850,15.3,21.1
07851,2.9,11.0
07852,13.3,19.3
07853,2.3,4.8
07854,,
07855,,
07856,15.3,20.8
07857,38.7,45.1
07858,,
07859,,
07860,20.9,27.2
07861,,
07862,,
07863,16.5,21.2
07864,,
07865,5.8,12.7
07866,10.6,16.1
07867,,
07868,,
07869,9.3,14.1
07870,7.7,8.0
07871,7.3,11.3
07872,,
07873,,
07874,11.5,15.6
07875,,
07876,6.2,11.1
07877,,
07878,30.9,35.8
07879,,
07880,5.0,5.0
07881,,
07882,19.9,25.2
07883,,
07884,,
07885,27.6,33.8
07886,,
07887,,
07888,,
07889,,
07890,,
07891,,
07892,,
07893,,
07894,,
07895,,
07896,,
07897,,
07898,,
07899,,
07900,,
07901,12.2,18.2
07902,,
07903,,
07904,,
07905,,
07906,,
07907,,
07908,,
07909,,
07910,,
07911,,
07912,,
07913,,
07914,,
07915,,
07916,,
07917,,
07918,,
07919,,
07920,9.5,13.3
07921,16.8,22.1
07922,5.9,9.8
07923,,
07924,4.2,8.6
07925,,
07926,6.9,9.2
07927,15.1,21.0
07928,4.7,8.8
07929,,
07930,8.1,11.5
07931,5.8,10.9
07932,14.3,20.2
07933,11.2,14.6
07934,10.8,15.3
07935,33.4,38.4
07936,9.4,14.6
07937,,
07938,,
07939,,
07940,13.3,17.9
07941,,
07942,,
07943,,
07944,,
07945,3.3,8.0
07946,2.5,6.1
07947,,
07948,,
07949,,
07950,12.4,17.2
07951,,
07952,,
07953,,
07954,,
07955,,
07956,,
07957,,
07958,,
07959,,
07960,21.5,26.7
07961,,
07962,,
07963,,
07964,,
07965,,
07966,,
07967,,
07968,,
07969,,
07970,5.0,5.0
07971,,
07972,,
07973,,
07974,6.7,11.0
07975,,
07976,7.4,11.3
07977,34.7,40.1
07978,,
07979,5.0,5.0
07980,8.3,12.9
07981,12.3,17.4
07982,,
07983,,
07984,,
07985,,
07986,,
07987,,
07988,,
07989,,
07990,,
07991,,
07992,,
07993,,
07994,,
07995,,
07996,,
07997,,
07998,,
07999,,
08000,,
08001,15.1,20.5
08002,25.9,35.2
08003,8.2,16.9
08004,15.3,19.8
08005,17.4,21.2
08006,12.4,19.2
08007,29.2,35.9
08008,17.5,30.6
