Zip,City,State,2015_population
01001,Agawam,MA,15220
01002,Amherst,MA,16570
01003,Amherst,MA,184
01004,Amherst,MA,794
01005,Barre,MA,4270
01007,Belchertown,MA,14180
01008,Blandford,MA,1140
01009,Bondsville,MA,1238
01010,Brimfield,MA,3420
01011,Chester,MA,1090
01012,Chesterfield,MA,610
01013,Chicopee,MA,18880
01014,Chicopee,MA,354
01020,Chicopee,MA,25790
01021,Chicopee,MA,566
01022,Chicopee,MA,1780
01026,Cummington,MA,890
01027,Easthampton,MA,16320
01028,East Longmeadow,MA,15330
01029,East Otis,MA,557
01030,Feeding Hills,MA,11010
01031,Gilbertville,MA,1000
01032,Goshen,MA,470
01033,Granby,MA,5890
01034,Granville,MA,1860
01035,Hadley,MA,4620
01036,Hampden,MA,4880
01037,Hardwick,MA,779
01038,Hatfield,MA,2280
01039,Haydenville,MA,1240
01040,Holyoke,MA,29750
01041,Holyoke,MA,1408
01050,Huntington,MA,2270
01053,Leeds,MA,1520
01054,Leverett,MA,1750
01056,Ludlow,MA,18130
01057,Monson,MA,7600
01059,North Amherst,MA,70
01060,Northampton,MA,11260
01061,Northampton,MA,469
01062,Florence,MA,10090
01063,Northampton,MA,177
01066,North Hatfield,MA,402
01068,Oakham,MA,1790
01069,Palmer,MA,7190
01070,Plainfield,MA,540
01071,Russell,MA,1390
01072,Shutesbury,MA,1350
01073,Southampton,MA,5980
01074,South Barre,MA,655
01075,South Hadley,MA,14590
01077,Southwick,MA,8820
01079,Thorndike,MA,992
01080,Three Rivers,MA,2000
01081,Wales,MA,1490
01082,Ware,MA,8840
01083,Warren,MA,3037
01084,West Chesterfield,MA,137
01085,Westfield,MA,34780
01086,Westfield,MA,886
01088,West Hatfield,MA,490
01089,West Springfield,MA,25520
01090,West Springfield,MA,510
01092,West Warren,MA,1332
01093,Whately,MA,516
01094,Wheelwright,MA,340
01095,Wilbraham,MA,13840
01096,Williamsburg,MA,2310
01097,Woronoco,MA,88
01098,Worthington,MA,1060
01101,Springfield,MA,2038
01102,Springfield,MA,0
01103,Springfield,MA,1580
01104,Springfield,MA,19290
01105,Springfield,MA,8040
01106,Longmeadow,MA,15400
01107,Springfield,MA,8420
01108,Springfield,MA,21860
01109,Springfield,MA,21920
01111,Springfield,MA,0
01115,Springfield,MA,25
01116,Longmeadow,MA,82
01118,Springfield,MA,12820
01119,Springfield,MA,11040
01128,Springfield,MA,2610
01129,Springfield,MA,6540
01133,Springfield,MA,0
01138,Springfield,MA,688
01139,Springfield,MA,467
01144,Springfield,MA,0
01151,Indian Orchard,MA,7630
01152,Springfield,MA,0
01195,Springfield,MA,0
01199,Springfield,MA,0
01201,Pittsfield,MA,38200
01202,Pittsfield,MA,1387
01203,Pittsfield,MA,0
01220,Adams,MA,7260
01222,Ashley Falls,MA,730
01223,Becket,MA,1930
01224,Berkshire,MA,160
01225,Cheshire,MA,2970
01226,Dalton,MA,5910
01227,Dalton,MA,262
01229,Glendale,MA,163
01230,Great Barrington,MA,6260
01235,Hinsdale,MA,2580
01236,Housatonic,MA,1420
01237,Lanesboro,MA,2720
01238,Lee,MA,5160
01240,Lenox,MA,4110
01242,Lenox Dale,MA,559
01243,Middlefield,MA,315
01244,Mill River,MA,328
01245,Monterey,MA,680
01247,North Adams,MA,11710
01252,North Egremont,MA,281
01253,Otis,MA,740
01254,Richmond,MA,1060
01255,Sandisfield,MA,600
01256,Savoy,MA,590
01257,Sheffield,MA,2080
01258,South Egremont,MA,600
01259,Southfield,MA,410
01260,South Lee,MA,254
01262,Stockbridge,MA,1342
01263,Stockbridge,MA,0
01264,Tyringham,MA,198
01266,West Stockbridge,MA,1240
01267,Williamstown,MA,5170
01270,Windsor,MA,710
01301,Greenfield,MA,14160
01302,Greenfield,MA,502
01330,Ashfield,MA,1310
01331,Athol,MA,11210
01337,Bernardston,MA,2440
01338,Buckland,MA,210
01339,Charlemont,MA,1240
01340,Colrain,MA,1600
01341,Conway,MA,1560
01342,Deerfield,MA,1340
01343,Drury,MA,153
01344,Erving,MA,1390
01346,Heath,MA,340
01347,Lake Pleasant,MA,165
01349,Millers Falls,MA,720
01350,Monroe Bridge,MA,35
01351,Montague,MA,2110
01354,Gill,MA,1450
01355,New Salem,MA,860
01360,Northfield,MA,2680
01364,Orange,MA,6140
01366,Petersham,MA,1090
01367,Rowe,MA,440
01368,Royalston,MA,1050
01370,Shelburne Falls,MA,3510
01373,South Deerfield,MA,4070
01375,Sunderland,MA,2880
01376,Turners Falls,MA,4320
01378,Warwick,MA,630
01379,Wendell,MA,750
01380,Wendell Depot,MA,81
01420,Fitchburg,MA,33060
01430,Ashburnham,MA,5730
01431,Ashby,MA,2860
01432,Ayer,MA,7280
01434,Devens,MA,440
01436,Baldwinville,MA,2580
01438,East Templeton,MA,704
01440,Gardner,MA,16400
01441,Westminster,MA,0
01450,Groton,MA,10720
01451,Harvard,MA,5190
01452,Hubbardston,MA,4150
01453,Leominster,MA,37880
01460,Littleton,MA,9360
01462,Lunenburg,MA,10460
01463,Pepperell,MA,10880
01464,Shirley,MA,5680
01467,Still River,MA,318
01468,Templeton,MA,3940
01469,Townsend,MA,6770
01470,Groton,MA,0
01471,Groton,MA,0
01472,West Groton,MA,352
01473,Westminster,MA,7330
01474,West Townsend,MA,1830
01475,Winchendon,MA,8680
01477,Winchendon Springs,MA,214
01501,Auburn,MA,15470
01503,Berlin,MA,2840
01504,Blackstone,MA,8380
01505,Boylston,MA,4310
01506,Brookfield,MA,3050
01507,Charlton,MA,11860
01508,Charlton City,MA,958
01509,Charlton Depot,MA,52
01510,Clinton,MA,13050
01515,East Brookfield,MA,2140
01516,Douglas,MA,8430
01517,East Princeton,MA,0
01518,Fiskdale,MA,2990
01519,Grafton,MA,6990
01520,Holden,MA,15210
01521,Holland,MA,2180
01522,Jefferson,MA,3240
01523,Lancaster,MA,5860
01524,Leicester,MA,6030
01525,Linwood,MA,1058
01526,Manchaug,MA,534
01527,Millbury,MA,12130
01529,Millville,MA,2950
01531,New Braintree,MA,950
01532,Northborough,MA,15300
01534,Northbridge,MA,5830
01535,North Brookfield,MA,4150
01536,North Grafton,MA,6880
01537,North Oxford,MA,2000
01538,North Uxbridge,MA,584
01540,Oxford,MA,10400
01541,Princeton,MA,3480
01542,Rochdale,MA,2100
01543,Rutland,MA,8260
01545,Shrewsbury,MA,36050
01546,Shrewsbury,MA,0
01550,Southbridge,MA,14970
01560,South Grafton,MA,4330
01561,South Lancaster,MA,1100
01562,Spencer,MA,10260
01564,Sterling,MA,7630
01566,Sturbridge,MA,6400
01568,Upton,MA,7420
01569,Uxbridge,MA,12610
01570,Webster,MA,14980
01571,Dudley,MA,10050
01580,Westborough,MA,0
01581,Westborough,MA,19460
01582,Westborough,MA,0
01583,West Boylston,MA,6550
01585,West Brookfield,MA,3710
01586,West Millbury,MA,0
01588,Whitinsville,MA,9200
01590,Sutton,MA,8700
01601,Worcester,MA,322
01602,Worcester,MA,19650
01603,Worcester,MA,17400
01604,Worcester,MA,31060
01605,Worcester,MA,21860
01606,Worcester,MA,18160
01607,Worcester,MA,7320
01608,Worcester,MA,2790
01609,Worcester,MA,12910
01610,Worcester,MA,16530
01611,Cherry Valley,MA,2100
01612,Paxton,MA,4310
01613,Worcester,MA,1369
01614,Worcester,MA,68
01615,Worcester,MA,13
01653,Worcester,MA,0
01654,Worcester,MA,0
01655,Worcester,MA,0
01701,Framingham,MA,30670
01702,Framingham,MA,28760
01703,Framingham,MA,160
01704,Framingham,MA,385
01705,Framingham,MA,71
01718,Village Of Nagog Woods,MA,630
01719,Boxborough,MA,5020
01720,Acton,MA,22280
01721,Ashland,MA,16840
01730,Bedford,MA,13570
01731,Hanscom Afb,MA,2450
01740,Bolton,MA,5230
01741,Carlisle,MA,5220
01742,Concord,MA,17170
01745,Fayville,MA,430
01746,Holliston,MA,14290
01747,Hopedale,MA,5830
01748,Hopkinton,MA,16150
01749,Hudson,MA,18590
01752,Marlborough,MA,36750
01754,Maynard,MA,9910
01756,Mendon,MA,6060
01757,Milford,MA,26360
01760,Natick,MA,34350
01770,Sherborn,MA,4310
01772,Southborough,MA,9970
01773,Lincoln,MA,5340
01775,Stow,MA,7030
01776,Sudbury,MA,18410
01778,Wayland,MA,13910
01784,Woodville,MA,150
01801,Woburn,MA,37270
01803,Burlington,MA,24740
01805,Burlington,MA,0
01806,Woburn,MA,0
01807,Woburn,MA,0
01808,Woburn,MA,0
01810,Andover,MA,33590
01812,Andover,MA,0
01813,Woburn,MA,0
01815,Woburn,MA,0
01821,Billerica,MA,29980
01822,Billerica,MA,0
01824,Chelmsford,MA,25110
01826,Dracut,MA,29730
01827,Dunstable,MA,3120
01830,Haverhill,MA,21980
01831,Haverhill,MA,992
01832,Haverhill,MA,21090
01833,Georgetown,MA,8180
01834,Groveland,MA,6340
01835,Haverhill,MA,13130
01840,Lawrence,MA,4200
01841,Lawrence,MA,43940
01842,Lawrence,MA,1297
01843,Lawrence,MA,23800
01844,Methuen,MA,47210
01845,North Andover,MA,28000
01850,Lowell,MA,13690
01851,Lowell,MA,29150
01852,Lowell,MA,29580
01853,Lowell,MA,1641
01854,Lowell,MA,20260
01860,Merrimac,MA,6110
01862,North Billerica,MA,9070
01863,North Chelmsford,MA,8740
01864,North Reading,MA,15120
01865,Nutting Lake,MA,397
01866,Pinehurst,MA,178
01867,Reading,MA,24810
01876,Tewksbury,MA,28550
01879,Tyngsboro,MA,11610
01880,Wakefield,MA,25180
01885,West Boxford,MA,331
01886,Westford,MA,24190
01887,Wilmington,MA,22520
01888,Woburn,MA,242
01889,North Reading,MA,0
01890,Winchester,MA,22310
01899,Andover,MA,0
01901,Lynn,MA,1440
01902,Lynn,MA,40210
01903,Lynn,MA,1107
01904,Lynn,MA,18340
01905,Lynn,MA,23830
01906,Saugus,MA,25580
01907,Swampscott,MA,13970
01908,Nahant,MA,3200
01910,Lynn,MA,0
01913,Amesbury,MA,15190
01915,Beverly,MA,34410
01921,Boxford,MA,7940
01922,Byfield,MA,3110
01923,Danvers,MA,25830
01929,Essex,MA,3350
01930,Gloucester,MA,25490
01931,Gloucester,MA,554
01936,Hamilton,MA,361
01937,Hathorne,MA,375
01938,Ipswich,MA,12860
01940,Lynnfield,MA,12880
01944,Manchester,MA,5110
01945,Marblehead,MA,20070
01949,Middleton,MA,8180
01950,Newburyport,MA,16750
01951,Newbury,MA,3390
01952,Salisbury,MA,7300
01960,Peabody,MA,47880
01961,Peabody,MA,315
01965,Prides Crossing,MA,428
01966,Rockport,MA,6380
01969,Rowley,MA,6010
01970,Salem,MA,36170
01971,Salem,MA,356
01982,South Hamilton,MA,6980
01983,Topsfield,MA,6370
01984,Wenham,MA,3710
01985,West Newbury,MA,4380
02018,Accord,MA,123
02019,Bellingham,MA,15890
02020,Brant Rock,MA,759
02021,Canton,MA,21930
02025,Cohasset,MA,8100
02026,Dedham,MA,23210
02027,Dedham,MA,183
02030,Dover,MA,5800
02031,East Mansfield,MA,0
02032,East Walpole,MA,4580
02035,Foxboro,MA,16830
02038,Franklin,MA,30920
02040,Greenbush,MA,122
02041,Green Harbor,MA,843
02043,Hingham,MA,23080
02044,Hingham,MA,0
02045,Hull,MA,9080
02047,Humarock,MA,649
02048,Mansfield,MA,23100
02050,Marshfield,MA,22550
02051,Marshfield Hills,MA,752
02052,Medfield,MA,12690
02053,Medway,MA,12820
02054,Millis,MA,7840
02055,Minot,MA,77
02056,Norfolk,MA,9820
02059,North Marshfield,MA,363
02060,North Scituate,MA,237
02061,Norwell,MA,10930
02062,Norwood,MA,27500
02065,Ocean Bluff,MA,447
02066,Scituate,MA,17470
02067,Sharon,MA,18210
02070,Sheldonville,MA,182
02071,South Walpole,MA,1010
02072,Stoughton,MA,26350
02081,Walpole,MA,18890
02090,Westwood,MA,15350
02093,Wrentham,MA,10820
02108,Boston,MA,4050
02109,Boston,MA,3980
02110,Boston,MA,3320
02111,Boston,MA,5720
02112,Boston,MA,574
02113,Boston,MA,5320
02114,Boston,MA,9350
02115,Boston,MA,9810
02116,Boston,MA,15420
02117,Boston,MA,443
02118,Boston,MA,20190
02119,Roxbury,MA,22430
02120,Roxbury Crossing,MA,7730
02121,Dorchester,MA,23300
02122,Dorchester,MA,21000
02123,Boston,MA,449
02124,Dorchester Center,MA,43850
02125,Dorchester,MA,27860
02126,Mattapan,MA,20900
02127,Boston,MA,29000
02128,Boston,MA,34440
02129,Charlestown,MA,15910
02130,Jamaica Plain,MA,30590
02131,Roslindale,MA,27800
02132,West Roxbury,MA,25130
02133,Boston,MA,0
02134,Allston,MA,13390
02135,Brighton,MA,31660
02136,Hyde Park,MA,32400
02137,Readville,MA,180
02138,Cambridge,MA,22390
02139,Cambridge,MA,26890
02140,Cambridge,MA,16870
02141,Cambridge,MA,9740
02142,Cambridge,MA,2420
02143,Somerville,MA,20890
02144,Somerville,MA,20290
02145,Somerville,MA,22430
02148,Malden,MA,54800
02149,Everett,MA,39470
02150,Chelsea,MA,32330
02151,Revere,MA,47170
02152,Winthrop,MA,15680
02153,Medford,MA,0
02155,Medford,MA,50390
02156,West Medford,MA,20
02163,Boston,MA,630
02169,Quincy,MA,49210
02170,Quincy,MA,18260
02171,Quincy,MA,16680
02176,Melrose,MA,26840
02180,Stoneham,MA,21130
02184,Braintree,MA,36000
02185,Braintree,MA,257
02186,Milton,MA,26280
02187,Milton Village,MA,63
02188,Weymouth,MA,13740
02189,East Weymouth,MA,13430
02190,South Weymouth,MA,16180
02191,North Weymouth,MA,7750
02196,Boston,MA,793
02199,Boston,MA,1290
02201,Boston,MA,15
02203,Boston,MA,0
02204,Boston,MA,0
02205,Boston,MA,1678
02206,Boston,MA,0
02207,Boston,MA,0
02210,Boston,MA,3140
02211,Boston,MA,0
02212,Boston,MA,0
02215,Boston,MA,7350
02216,Boston,MA,17
02217,Boston,MA,0
02222,Boston,MA,0
02228,East Boston,MA,93
02238,Cambridge,MA,534
02239,Cambridge,MA,0
02241,Boston,MA,0
02266,Boston,MA,0
02269,Quincy,MA,478
02283,Boston,MA,0
02284,Boston,MA,0
02293,Boston,MA,0
02295,Boston,MA,0
02297,Boston,MA,0
02298,Boston,MA,0
02301,Brockton,MA,56300
02302,Brockton,MA,30790
02303,Brockton,MA,1583
02304,Brockton,MA,323
02305,Brockton,MA,464
02322,Avon,MA,4220
02324,Bridgewater,MA,21560
02325,Bridgewater,MA,10
02327,Bryantville,MA,613
02330,Carver,MA,10140
02331,Duxbury,MA,1883
02332,Duxbury,MA,14010
02333,East Bridgewater,MA,13540
02334,Easton,MA,375
02337,Elmwood,MA,119
02338,Halifax,MA,7260
02339,Hanover,MA,14110
02340,Hanover,MA,0
02341,Hanson,MA,9710
02343,Holbrook,MA,10240
02344,Middleboro,MA,0
02345,Manomet,MA,1470
02346,Middleboro,MA,21370
02347,Lakeville,MA,10570
02348,Lakeville,MA,0
02349,Middleboro,MA,0
02350,Monponsett,MA,494
02351,Abington,MA,15300
02355,North Carver,MA,409
02356,North Easton,MA,12070
02357,North Easton,MA,14
02358,North Pembroke,MA,282
02359,Pembroke,MA,16950
02360,Plymouth,MA,50690
02361,Plymouth,MA,252
02362,Plymouth,MA,981
02364,Kingston,MA,12300
02366,South Carver,MA,385
02367,Plympton,MA,2730
02368,Randolph,MA,31010
02370,Rockland,MA,16580
02375,South Easton,MA,9360
02379,West Bridgewater,MA,6800
02381,White Horse Beach,MA,383
02382,Whitman,MA,14110
02420,Lexington,MA,14980
02421,Lexington,MA,17770
02445,Brookline,MA,17920
02446,Brookline,MA,23060
02447,Brookline Village,MA,120
02451,Waltham,MA,16130
02452,Waltham,MA,10840
02453,Waltham,MA,23760
02454,Waltham,MA,543
02455,North Waltham,MA,81
02456,New Town,MA,28
02457,Babson Park,MA,105
02458,Newton,MA,11790
02459,Newton Center,MA,17590
02460,Newtonville,MA,8820
02461,Newton Highlands,MA,7080
02462,Newton Lower Falls,MA,1310
02464,Newton Upper Falls,MA,2820
02465,West Newton,MA,11730
02466,Auburndale,MA,6570
02467,Chestnut Hill,MA,14600
02468,Waban,MA,5580
02471,Watertown,MA,273
02472,Watertown,MA,30280
02474,Arlington,MA,26100
02475,Arlington Heights,MA,19
02476,Arlington,MA,16510
02477,Watertown,MA,0
02478,Belmont,MA,24720
02479,Waverley,MA,39
02481,Wellesley Hills,MA,15000
02482,Wellesley,MA,10250
02492,Needham,MA,20330
02493,Weston,MA,10830
02494,Needham Heights,MA,9810
02495,Nonantum,MA,30
02532,Buzzards Bay,MA,9790
02534,Cataumet,MA,916
02535,Chilmark,MA,1030
02536,East Falmouth,MA,17840
02537,East Sandwich,MA,5860
02538,East Wareham,MA,4110
02539,Edgartown,MA,4910
02540,Falmouth,MA,6320
02541,Falmouth,MA,594
02542,Buzzards Bay,MA,560
02543,Woods Hole,MA,700
02552,Menemsha,MA,46
02553,Monument Beach,MA,1171
02554,Nantucket,MA,9870
02556,North Falmouth,MA,3210
02557,Oak Bluffs,MA,2660
02558,Onset,MA,2189
02559,Pocasset,MA,2920
02561,Sagamore,MA,884
02562,Sagamore Beach,MA,3050
02563,Sandwich,MA,9860
02564,Siasconset,MA,423
02565,Silver Beach,MA,0
02568,Vineyard Haven,MA,6830
02571,Wareham,MA,9080
02573,West Chop,MA,0
02574,West Falmouth,MA,1104
02575,West Tisbury,MA,1679
02576,West Wareham,MA,3720
02584,Nantucket,MA,1904
02601,Hyannis,MA,12890
02630,Barnstable,MA,2000
02631,Brewster,MA,8660
02632,Centerville,MA,9890
02633,Chatham,MA,3550
02634,Centerville,MA,19
02635,Cotuit,MA,3340
02636,Centerville,MA,0
02637,Cummaquid,MA,564
02638,Dennis,MA,2720
02639,Dennis Port,MA,2740
02641,East Dennis,MA,1542
02642,Eastham,MA,3470
02643,East Orleans,MA,1113
02644,Forestdale,MA,4150
02645,Harwich,MA,9240
02646,Harwich Port,MA,1820
02647,Hyannis Port,MA,393
02648,Marstons Mills,MA,7110
02649,Mashpee,MA,13490
02650,North Chatham,MA,790
02651,North Eastham,MA,1610
02652,North Truro,MA,766
02653,Orleans,MA,4640
02655,Osterville,MA,3320
02657,Provincetown,MA,3410
02659,South Chatham,MA,1060
02660,South Dennis,MA,5380
02661,South Harwich,MA,365
02662,South Orleans,MA,862
02663,South Wellfleet,MA,611
02664,South Yarmouth,MA,8460
02666,Truro,MA,1057
02667,Wellfleet,MA,2340
02668,West Barnstable,MA,3140
02669,West Chatham,MA,812
02670,West Dennis,MA,1280
02671,West Harwich,MA,1040
02672,West Hyannisport,MA,577
02673,West Yarmouth,MA,7530
02675,Yarmouth Port,MA,6030
02702,Assonet,MA,4050
02703,Attleboro,MA,40590
02712,Chartley,MA,272
02713,Cuttyhunk,MA,32
02714,Dartmouth,MA,47
02715,Dighton,MA,3290
02717,East Freetown,MA,4710
02718,East Taunton,MA,6500
02719,Fairhaven,MA,13840
02720,Fall River,MA,24080
02721,Fall River,MA,20150
02722,Fall River,MA,738
02723,Fall River,MA,11530
02724,Fall River,MA,13000
02725,Somerset,MA,2330
02726,Somerset,MA,14380
02738,Marion,MA,4950
02739,Mattapoisett,MA,6220
02740,New Bedford,MA,33170
02741,New Bedford,MA,157
02742,New Bedford,MA,334
02743,Acushnet,MA,9580
02744,New Bedford,MA,9450
02745,New Bedford,MA,21310
02746,New Bedford,MA,11960
02747,North Dartmouth,MA,16910
02748,South Dartmouth,MA,10470
02760,North Attleboro,MA,26000
02761,North Attleboro,MA,356
02762,Plainville,MA,8470
02763,Attleboro Falls,MA,2030
02764,North Dighton,MA,3980
02766,Norton,MA,16530
02767,Raynham,MA,13220
02768,Raynham Center,MA,502
02769,Rehoboth,MA,11520
02770,Rochester,MA,5320
02771,Seekonk,MA,13890
02777,Swansea,MA,15040
02779,Berkley,MA,6360
02780,Taunton,MA,43620
02783,Taunton,MA,0
02790,Westport,MA,14990
02791,Westport Point,MA,388
02801,Adamsville,RI,299
02802,Albion,RI,770
02804,Ashaway,RI,2640
02806,Barrington,RI,16810
02807,Block Island,RI,1213
02808,Bradford,RI,2140
02809,Bristol,RI,17300
02812,Carolina,RI,1310
02813,Charlestown,RI,6920
02814,Chepachet,RI,6900
02815,Clayville,RI,240
02816,Coventry,RI,29700
02817,West Greenwich,RI,5860
02818,East Greenwich,RI,18030
02822,Exeter,RI,5550
02823,Fiskeville,RI,302
02824,Forestdale,RI,394
02825,Foster,RI,4960
02826,Glendale,RI,880
02827,Greene,RI,2130
02828,Greenville,RI,6660
02829,Harmony,RI,405
02830,Harrisville,RI,5940
02831,Hope,RI,3860
02832,Hope Valley,RI,4410
02833,Hopkinton,RI,550
02835,Jamestown,RI,5230
02836,Kenyon,RI,91
02837,Little Compton,RI,3060
02838,Manville,RI,3020
02839,Mapleville,RI,1620
02840,Newport,RI,18320
02841,Newport,RI,353
02842,Middletown,RI,15150
02852,North Kingstown,RI,21530
02854,North Kingstown,RI,0
02857,North Scituate,RI,8010
02858,Oakland,RI,520
02859,Pascoag,RI,5610
02860,Pawtucket,RI,38130
02861,Pawtucket,RI,23950
02862,Pawtucket,RI,912
02863,Central Falls,RI,15900
02864,Cumberland,RI,32390
02865,Lincoln,RI,16580
02871,Portsmouth,RI,16410
02872,Prudence Island,RI,160
02873,Rockville,RI,301
02874,Saunderstown,RI,5810
02875,Shannock,RI,350
02876,Slatersville,RI,1180
02877,Slocum,RI,106
02878,Tiverton,RI,14500
02879,Wakefield,RI,18750
02880,Wakefield,RI,684
02881,Kingston,RI,1940
02882,Narragansett,RI,10070
02883,Peace Dale,RI,217
02885,Warren,RI,9180
02886,Warwick,RI,26080
02887,Warwick,RI,344
02888,Warwick,RI,18150
02889,Warwick,RI,25560
02891,Westerly,RI,19460
02892,West Kingston,RI,5000
02893,West Warwick,RI,25880
02894,Wood River Junction,RI,760
02895,Woonsocket,RI,33800
02896,North Smithfield,RI,9360
02898,Wyoming,RI,1860
02901,Providence,RI,299
02902,Providence,RI,69
02903,Providence,RI,5350
02904,Providence,RI,24910
02905,Providence,RI,21040
02906,Providence,RI,19250
02907,Providence,RI,25280
02908,Providence,RI,29520
02909,Providence,RI,35900
02910,Cranston,RI,20320
02911,North Providence,RI,13450
02912,Providence,RI,375
02914,East Providence,RI,18220
02915,Riverside,RI,14630
02916,Rumford,RI,7730
02917,Smithfield,RI,10610
02918,Providence,RI,36
02919,Johnston,RI,25900
02920,Cranston,RI,31070
02921,Cranston,RI,11690
02940,Providence,RI,1143
03031,Amherst,NH,11480
03032,Auburn,NH,5580
03033,Brookline,NH,5360
03034,Candia,NH,3940
03036,Chester,NH,4960
03037,Deerfield,NH,4380
03038,Derry,NH,32120
03040,East Candia,NH,25
03041,East Derry,NH,256
03042,Epping,NH,6670
03043,Francestown,NH,1420
03044,Fremont,NH,4480
03045,Goffstown,NH,12790
03046,Dunbarton,NH,2800
03047,Greenfield,NH,1480
03048,Greenville,NH,3060
03049,Hollis,NH,8080
03051,Hudson,NH,24210
03052,Litchfield,NH,8230
03053,Londonderry,NH,24190
03054,Merrimack,NH,25500
03055,Milford,NH,14390
03057,Mont Vernon,NH,2430
03060,Nashua,NH,25350
03061,Nashua,NH,931
03062,Nashua,NH,27230
03063,Nashua,NH,15270
03064,Nashua,NH,13220
03070,New Boston,NH,5660
03071,New Ipswich,NH,4860
03073,North Salem,NH,396
03076,Pelham,NH,13170
03077,Raymond,NH,9920
03079,Salem,NH,27510
03082,Lyndeborough,NH,1460
03084,Temple,NH,1250
03086,Wilton,NH,3800
03087,Windham,NH,14800
03101,Manchester,NH,2420
03102,Manchester,NH,26410
03103,Manchester,NH,32260
03104,Manchester,NH,27970
03105,Manchester,NH,670
03106,Hooksett,NH,13250
03107,Manchester,NH,0
03108,Manchester,NH,936
03109,Manchester,NH,9690
03110,Bedford,NH,21930
03111,Manchester,NH,0
03215,Waterville Valley,NH,314
03216,Andover,NH,1940
03217,Ashland,NH,1890
03218,Barnstead,NH,1100
03220,Belmont,NH,6420
03221,Bradford,NH,2000
03222,Bristol,NH,4810
03223,Campton,NH,3760
03224,Canterbury,NH,2230
03225,Center Barnstead,NH,3320
03226,Center Harbor,NH,1920
03227,Center Sandwich,NH,880
03229,Contoocook,NH,5620
03230,Danbury,NH,1110
03231,East Andover,NH,328
03233,Elkins,NH,320
03234,Epsom,NH,4440
03235,Franklin,NH,7300
03237,Gilmanton,NH,2300
03238,Glencliff,NH,153
03240,Grafton,NH,1130
03241,Hebron,NH,730
03242,Henniker,NH,3710
03243,Hill,NH,940
03244,Hillsborough,NH,6970
03245,Holderness,NH,1700
03246,Laconia,NH,13460
03247,Laconia,NH,1611
03249,Gilford,NH,6570
03251,Lincoln,NH,1500
03252,Lochmere,NH,205
03253,Meredith,NH,6050
03254,Moultonborough,NH,3560
03255,Newbury,NH,1790
03256,New Hampton,NH,2020
03257,New London,NH,3980
03258,Chichester,NH,2380
03259,North Sandwich,NH,290
03260,North Sutton,NH,633
03261,Northwood,NH,4230
03262,North Woodstock,NH,1110
03263,Pittsfield,NH,3480
03264,Plymouth,NH,4110
03266,Rumney,NH,1860
03268,Salisbury,NH,1200
03269,Sanbornton,NH,2710
03272,South Newbury,NH,34
03273,South Sutton,NH,300
03274,Stinson Lake,NH,0
03275,Suncook,NH,10690
03276,Tilton,NH,7400
03278,Warner,NH,2800
03279,Warren,NH,610
03280,Washington,NH,970
03281,Weare,NH,8670
03282,Wentworth,NH,780
03284,Springfield,NH,780
03285,Thornton,NH,1350
03287,Wilmot,NH,1150
03289,Winnisquam,NH,444
03290,Nottingham,NH,4650
03291,West Nottingham,NH,180
03293,Woodstock,NH,189
03298,Tilton,NH,0
03299,Tilton,NH,0
03301,Concord,NH,27270
03302,Concord,NH,1295
03303,Concord,NH,13740
03304,Bow,NH,7920
03305,Concord,NH,0
03307,Loudon,NH,5150
03431,Keene,NH,19120
03435,Keene,NH,11
03440,Antrim,NH,2450
03441,Ashuelot,NH,350
03442,Bennington,NH,1210
03443,Chesterfield,NH,630
03444,Dublin,NH,1400
03445,Sullivan,NH,700
03446,Swanzey,NH,5480
03447,Fitzwilliam,NH,2150
03448,Gilsum,NH,680
03449,Hancock,NH,1650
03450,Harrisville,NH,910
03451,Hinsdale,NH,3510
03452,Jaffrey,NH,5000
03455,Marlborough,NH,1930
03456,Marlow,NH,690
03457,Nelson,NH,680
03458,Peterborough,NH,5840
03461,Rindge,NH,4920
03462,Spofford,NH,1560
03464,Stoddard,NH,950
03465,Troy,NH,1870
03466,West Chesterfield,NH,1220
03467,Westmoreland,NH,1550
03468,West Peterborough,NH,214
03469,West Swanzey,NH,902
03470,Winchester,NH,4160
03561,Littleton,NH,5420
03570,Berlin,NH,6840
03574,Bethlehem,NH,2280
03575,Bretton Woods,NH,123
03576,Colebrook,NH,2530
03579,Errol,NH,320
03580,Franconia,NH,1350
03581,Gorham,NH,2890
03582,Groveton,NH,2010
03583,Jefferson,NH,950
03584,Lancaster,NH,3100
03585,Lisbon,NH,2300
03586,Sugar Hill,NH,460
03588,Milan,NH,1460
03589,Mount Washington,NH,0
03590,North Stratford,NH,710
03592,Pittsburg,NH,860
03593,Randolph,NH,300
03595,Twin Mountain,NH,637
03597,West Stewartstown,NH,647
03598,Whitefield,NH,2870
03601,Acworth,NH,410
03602,Alstead,NH,2360
03603,Charlestown,NH,4490
03604,Drewsville,NH,177
03605,Lempster,NH,900
03607,South Acworth,NH,230
03608,Walpole,NH,2590
03609,North Walpole,NH,700
03740,Bath,NH,940
03741,Canaan,NH,3710
03743,Claremont,NH,11550
03745,Cornish,NH,1110
03746,Cornish Flat,NH,501
03748,Enfield,NH,4170
03749,Enfield Center,NH,209
03750,Etna,NH,1040
03751,Georges Mills,NH,538
03752,Goshen,NH,680
03753,Grantham,NH,3380
03754,Guild,NH,213
