Zip,City,State,2015_population
27041,Pilot Mountain,NC,6550
27042,Pine Hall,NC,590
27043,Pinnacle,NC,5250
27045,Rural Hall,NC,8060
27046,Sandy Ridge,NC,1690
27047,Siloam,NC,950
27048,Stoneville,NC,6980
27049,Toast,NC,848
27050,Tobaccoville,NC,3480
27051,Walkertown,NC,7030
27052,Walnut Cove,NC,8510
27053,Westfield,NC,2570
27054,Woodleaf,NC,2440
27055,Yadkinville,NC,12390
27094,Rural Hall,NC,0
27098,Rural Hall,NC,0
27099,Rural Hall,NC,0
27101,Winston Salem,NC,15060
27102,Winston Salem,NC,411
27103,Winston Salem,NC,31320
27104,Winston Salem,NC,27010
27105,Winston Salem,NC,33580
27106,Winston Salem,NC,40600
27107,Winston Salem,NC,43940
27108,Winston Salem,NC,19
27109,Winston Salem,NC,73
27110,Winston Salem,NC,59
27111,Winston Salem,NC,0
27113,Winston Salem,NC,317
27114,Winston Salem,NC,420
27115,Winston Salem,NC,383
27116,Winston Salem,NC,496
27117,Winston Salem,NC,393
27120,Winston Salem,NC,282
27127,Winston Salem,NC,33650
27130,Winston Salem,NC,210
27150,Winston Salem,NC,102
27151,Winston-salem,NC,0
27152,Winston Salem,NC,0
27155,Winston Salem,NC,0
27156,Winston-salem,NC,0
27157,Winston Salem,NC,47
27198,Winston Salem,NC,0
27199,Winston Salem,NC,0
27201,Alamance,NC,439
27202,Altamahaw,NC,248
27203,Asheboro,NC,19080
27204,Asheboro,NC,2340
27205,Asheboro,NC,29250
27207,Bear Creek,NC,3140
27208,Bennett,NC,1370
27209,Biscoe,NC,4450
27212,Blanch,NC,1280
27213,Bonlee,NC,233
27214,Browns Summit,NC,10870
27215,Burlington,NC,36060
27216,Burlington,NC,1247
27217,Burlington,NC,33190
27220,Burlington,NC,0
27228,Bynum,NC,106
27229,Candor,NC,4380
27230,Cedar Falls,NC,247
27231,Cedar Grove,NC,1750
27233,Climax,NC,2960
27235,Colfax,NC,4370
27237,Cumnock,NC,0
27239,Denton,NC,7500
27242,Eagle Springs,NC,1580
27243,Efland,NC,4160
27244,Elon,NC,9260
27247,Ether,NC,218
27248,Franklinville,NC,3890
27249,Gibsonville,NC,11230
27252,Goldston,NC,1470
27253,Graham,NC,27020
27256,Gulf,NC,196
27258,Haw River,NC,6030
27259,Highfalls,NC,158
27260,High Point,NC,20830
27261,High Point,NC,1220
27262,High Point,NC,20120
27263,High Point,NC,18800
27264,High Point,NC,141
27265,High Point,NC,45730
27268,High Point,NC,0
27278,Hillsborough,NC,24320
27281,Jackson Springs,NC,2190
27282,Jamestown,NC,14420
27283,Julian,NC,2790
27284,Kernersville,NC,48150
27285,Kernersville,NC,940
27288,Eden,NC,18500
27289,Eden,NC,1111
27291,Leasburg,NC,1240
27292,Lexington,NC,32280
27293,Lexington,NC,1131
27294,Lexington,NC,0
27295,Lexington,NC,32450
27298,Liberty,NC,9190
27299,Linwood,NC,4470
27301,Mc Leansville,NC,9070
27302,Mebane,NC,26690
27305,Milton,NC,1250
27306,Mount Gilead,NC,5000
27310,Oak Ridge,NC,8060
27311,Pelham,NC,2720
27312,Pittsboro,NC,18140
27313,Pleasant Garden,NC,6350
27314,Prospect Hill,NC,910
27315,Providence,NC,1670
27316,Ramseur,NC,6020
27317,Randleman,NC,15130
27320,Reidsville,NC,32240
27321,Reidsville,NC,0
27322,Reidsville,NC,0
27323,Reidsville,NC,1300
27325,Robbins,NC,5720
27326,Ruffin,NC,3150
27330,Sanford,NC,33340
27331,Sanford,NC,3264
27332,Sanford,NC,28080
27340,Saxapahaw,NC,314
27341,Seagrove,NC,4500
27342,Sedalia,NC,266
27343,Semora,NC,1400
27344,Siler City,NC,17310
27349,Snow Camp,NC,5300
27350,Sophia,NC,5490
27351,Southmont,NC,756
27355,Staley,NC,2340
27356,Star,NC,2380
27357,Stokesdale,NC,7740
27358,Summerfield,NC,13780
27359,Swepsonville,NC,400
27360,Thomasville,NC,40180
27361,Thomasville,NC,1915
27370,Trinity,NC,13240
27371,Troy,NC,6050
27373,Wallburg,NC,306
27374,Welcome,NC,1612
27375,Wentworth,NC,63
27376,West End,NC,8300
27377,Whitsett,NC,8260
27379,Yanceyville,NC,3610
27395,Greensboro,NC,0
27401,Greensboro,NC,13770
27402,Greensboro,NC,870
27403,Greensboro,NC,14120
27404,Greensboro,NC,479
27405,Greensboro,NC,40370
27406,Greensboro,NC,50290
27407,Greensboro,NC,43470
27408,Greensboro,NC,16420
27409,Greensboro,NC,14840
27410,Greensboro,NC,49150
27411,Greensboro,NC,67
27412,Greensboro,NC,0
27413,Greensboro,NC,115
27415,Greensboro,NC,763
27416,Greensboro,NC,520
27417,Greensboro,NC,634
27419,Greensboro,NC,895
27420,Greensboro,NC,631
27425,Greensboro,NC,151
27427,Greensboro,NC,73
27429,Greensboro,NC,307
27435,Greensboro,NC,92
27438,Greensboro,NC,387
27455,Greensboro,NC,26530
27480,Greensboro,NC,0
27495,Greensboro,NC,0
27497,Greensboro,NC,0
27498,Greensboro,NC,0
27499,Greensboro,NC,0
27501,Angier,NC,18220
27502,Apex,NC,38080
27503,Bahama,NC,3330
27504,Benson,NC,13220
27505,Broadway,NC,6270
27506,Buies Creek,NC,1115
27507,Bullock,NC,1390
27508,Bunn,NC,1710
27509,Butner,NC,3600
27510,Carrboro,NC,13130
27511,Cary,NC,32220
27512,Cary,NC,840
27513,Cary,NC,41960
27514,Chapel Hill,NC,20550
27515,Chapel Hill,NC,677
27516,Chapel Hill,NC,34010
27517,Chapel Hill,NC,24290
27518,Cary,NC,20210
27519,Cary,NC,56620
27520,Clayton,NC,37370
27521,Coats,NC,5510
27522,Creedmoor,NC,11970
27523,Apex,NC,9620
27524,Four Oaks,NC,11040
27525,Franklinton,NC,12870
27526,Fuquay Varina,NC,45200
27527,Clayton,NC,23570
27528,Clayton,NC,966
27529,Garner,NC,44170
27530,Goldsboro,NC,31340
27531,Goldsboro,NC,475
27532,Goldsboro,NC,771
27533,Goldsboro,NC,949
27534,Goldsboro,NC,28080
27536,Henderson,NC,14190
27537,Henderson,NC,19950
27539,Apex,NC,23080
27540,Holly Springs,NC,36030
27541,Hurdle Mills,NC,3520
27542,Kenly,NC,8250
27543,Kipling,NC,234
27544,Kittrell,NC,3430
27545,Knightdale,NC,27160
27546,Lillington,NC,14420
27549,Louisburg,NC,19060
27551,Macon,NC,1580
27552,Mamers,NC,437
27553,Manson,NC,1810
27555,Micro,NC,820
27556,Middleburg,NC,534
27557,Middlesex,NC,7010
27559,Moncure,NC,2170
27560,Morrisville,NC,31130
27562,New Hill,NC,1780
27563,Norlina,NC,3580
27564,Creedmoor,NC,0
27565,Oxford,NC,21630
27568,Pine Level,NC,1374
27569,Princeton,NC,7270
27570,Ridgeway,NC,221
27571,Rolesville,NC,6900
27572,Rougemont,NC,5960
27573,Roxboro,NC,9430
27574,Roxboro,NC,12340
27576,Selma,NC,14910
27577,Smithfield,NC,20130
27581,Stem,NC,3160
27582,Stovall,NC,616
27583,Timberlake,NC,6390
27584,Townsville,NC,664
27586,Vaughan,NC,80
27587,Wake Forest,NC,61210
27588,Wake Forest,NC,1043
27589,Warrenton,NC,5720
27591,Wendell,NC,19260
27592,Willow Spring,NC,15410
27593,Wilsons Mills,NC,608
27594,Wise,NC,347
27596,Youngsville,NC,15550
27597,Zebulon,NC,21130
27599,Chapel Hill,NC,64
27601,Raleigh,NC,6450
27602,Raleigh,NC,404
27603,Raleigh,NC,42820
27604,Raleigh,NC,40620
27605,Raleigh,NC,4620
27606,Raleigh,NC,33840
27607,Raleigh,NC,16580
27608,Raleigh,NC,10580
27609,Raleigh,NC,32330
27610,Raleigh,NC,63620
27611,Raleigh,NC,971
27612,Raleigh,NC,34840
27613,Raleigh,NC,44050
27614,Raleigh,NC,33190
27615,Raleigh,NC,41850
27616,Raleigh,NC,48670
27617,Raleigh,NC,18050
27619,Raleigh,NC,776
27620,Raleigh,NC,849
27621,Raleigh,NC,0
27622,Raleigh,NC,456
27623,Raleigh,NC,103
27624,Raleigh,NC,706
27625,Raleigh,NC,0
27626,Raleigh,NC,29
27627,Raleigh,NC,318
27628,Raleigh,NC,158
27629,Raleigh,NC,561
27634,Raleigh,NC,0
27635,Raleigh,NC,0
27636,Raleigh,NC,131
27640,Raleigh,NC,0
27650,Raleigh,NC,126
27656,Raleigh,NC,0
27658,Raleigh,NC,306
27661,Raleigh,NC,222
27668,Raleigh,NC,0
27675,Raleigh,NC,341
27676,Raleigh,NC,0
27690,Raleigh,NC,0
27695,Raleigh,NC,95
27697,Raleigh,NC,0
27698,Raleigh,NC,0
27699,Raleigh,NC,92
27701,Durham,NC,18310
27702,Durham,NC,932
27703,Durham,NC,50140
27704,Durham,NC,35610
27705,Durham,NC,38820
27706,Durham,NC,0
27707,Durham,NC,41790
27708,Durham,NC,309
27709,Durham,NC,747
27710,Durham,NC,22
27711,Durham,NC,0
27712,Durham,NC,20550
27713,Durham,NC,47430
27715,Durham,NC,675
27717,Durham,NC,736
27722,Durham,NC,451
27801,Rocky Mount,NC,15820
27802,Rocky Mount,NC,2175
27803,Rocky Mount,NC,17940
27804,Rocky Mount,NC,25100
27805,Aulander,NC,2750
27806,Aurora,NC,1810
27807,Bailey,NC,6370
27808,Bath,NC,1980
27809,Battleboro,NC,4230
27810,Belhaven,NC,2870
27811,Bellarthur,NC,314
27812,Bethel,NC,2030
27813,Black Creek,NC,858
27814,Blounts Creek,NC,1270
27815,Rocky Mount,NC,0
27816,Castalia,NC,2290
27817,Chocowinity,NC,6390
27818,Como,NC,960
27819,Conetoe,NC,613
27820,Conway,NC,2160
27821,Edward,NC,270
27822,Elm City,NC,7270
27823,Enfield,NC,5860
27824,Engelhard,NC,1030
27825,Everetts,NC,299
27826,Fairfield,NC,520
27827,Falkland,NC,291
27828,Farmville,NC,7440
27829,Fountain,NC,1530
27830,Fremont,NC,3850
27831,Garysburg,NC,2260
27832,Gaston,NC,2490
27833,Greenville,NC,615
27834,Greenville,NC,43440
27835,Greenville,NC,1368
27836,Greenville,NC,604
27837,Grimesland,NC,5230
27839,Halifax,NC,2230
27840,Hamilton,NC,530
27841,Hassell,NC,213
27842,Henrico,NC,1150
27843,Hobgood,NC,830
27844,Hollister,NC,2340
27845,Jackson,NC,1370
27846,Jamesville,NC,2500
27847,Kelford,NC,670
27849,Lewiston Woodville,NC,1290
27850,Littleton,NC,5310
27851,Lucama,NC,4710
27852,Macclesfield,NC,2320
27853,Margarettsville,NC,400
27854,Milwaukee,NC,0
27855,Murfreesboro,NC,4340
27856,Nashville,NC,14730
27857,Oak City,NC,980
27858,Greenville,NC,37410
27860,Pantego,NC,1700
27861,Parmele,NC,129
27862,Pendleton,NC,610
27863,Pikeville,NC,11180
27864,Pinetops,NC,4210
27865,Pinetown,NC,1580
27866,Pleasant Hill,NC,610
27867,Potecasi,NC,219
27868,Red Oak,NC,528
27869,Rich Square,NC,1560
27870,Roanoke Rapids,NC,22430
27871,Robersonville,NC,3800
27872,Roxobel,NC,300
27873,Saratoga,NC,574
27874,Scotland Neck,NC,3520
27875,Scranton,NC,340
27876,Seaboard,NC,930
27877,Severn,NC,326
27878,Sharpsburg,NC,2736
27879,Simpson,NC,425
27880,Sims,NC,3360
27881,Speed,NC,128
27882,Spring Hope,NC,6700
27883,Stantonsburg,NC,3160
27884,Stokes,NC,1340
27885,Swanquarter,NC,790
27886,Tarboro,NC,17400
27887,Tillery,NC,163
27888,Walstonburg,NC,2280
27889,Washington,NC,23900
27890,Weldon,NC,1810
27891,Whitakers,NC,4400
27892,Williamston,NC,12010
27893,Wilson,NC,32750
27894,Wilson,NC,1581
27895,Wilson,NC,835
27896,Wilson,NC,18630
27897,Woodland,NC,1200
27906,Elizabeth City,NC,955
27907,Elizabeth City,NC,252
27909,Elizabeth City,NC,33330
27910,Ahoskie,NC,8890
27915,Avon,NC,786
27916,Aydlett,NC,650
27917,Barco,NC,580
27919,Belvidere,NC,990
27920,Buxton,NC,1518
27921,Camden,NC,4550
27922,Cofield,NC,680
27923,Coinjock,NC,540
27924,Colerain,NC,2230
27925,Columbia,NC,3100
27926,Corapeake,NC,1330
27927,Corolla,NC,810
27928,Creswell,NC,1660
27929,Currituck,NC,1400
27930,Durants Neck,NC,0
27932,Edenton,NC,10530
27935,Eure,NC,1240
27936,Frisco,NC,688
27937,Gates,NC,3200
27938,Gatesville,NC,1190
27939,Grandy,NC,2340
27941,Harbinger,NC,560
27942,Harrellsville,NC,630
27943,Hatteras,NC,675
27944,Hertford,NC,9740
27946,Hobbsville,NC,990
27947,Jarvisburg,NC,830
27948,Kill Devil Hills,NC,10740
27949,Kitty Hawk,NC,7530
27950,Knotts Island,NC,1630
27953,Manns Harbor,NC,920
27954,Manteo,NC,6200
27956,Maple,NC,290
27957,Merry Hill,NC,1180
27958,Moyock,NC,10180
27959,Nags Head,NC,2770
27960,Ocracoke,NC,827
27962,Plymouth,NC,5730
27964,Point Harbor,NC,500
27965,Poplar Branch,NC,490
27966,Powells Point,NC,1010
27967,Powellsville,NC,777
27968,Rodanthe,NC,435
27969,Roduco,NC,78
27970,Roper,NC,2610
27972,Salvo,NC,77
27973,Shawboro,NC,1350
27974,Shiloh,NC,1040
27976,South Mills,NC,3320
27978,Stumpy Point,NC,116
27979,Sunbury,NC,1250
27980,Tyner,NC,1820
27981,Wanchese,NC,1480
27982,Waves,NC,56
27983,Windsor,NC,6800
27985,Winfall,NC,380
27986,Winton,NC,940
28001,Albemarle,NC,21310
28002,Albemarle,NC,1663
28006,Alexis,NC,1030
28007,Ansonville,NC,808
28009,Badin,NC,1521
28010,Barium Springs,NC,219
28012,Belmont,NC,20440
28016,Bessemer City,NC,10890
28017,Boiling Springs,NC,1741
28018,Bostic,NC,4220
28019,Caroleen,NC,739
28020,Casar,NC,2010
28021,Cherryville,NC,10890
28023,China Grove,NC,13590
28024,Cliffside,NC,710
28025,Concord,NC,47060
28026,Concord,NC,858
28027,Concord,NC,61810
28031,Cornelius,NC,26710
28032,Cramerton,NC,2850
28033,Crouse,NC,2670
28034,Dallas,NC,15430
28035,Davidson,NC,56
28036,Davidson,NC,16620
28037,Denver,NC,19430
28038,Earl,NC,780
28039,East Spencer,NC,1104
28040,Ellenboro,NC,5980
28041,Faith,NC,1369
28042,Fallston,NC,1015
28043,Forest City,NC,15800
28052,Gastonia,NC,28260
28053,Gastonia,NC,1072
28054,Gastonia,NC,32660
28055,Gastonia,NC,404
28056,Gastonia,NC,29410
28070,Huntersville,NC,1634
28071,Gold Hill,NC,2490
28072,Granite Quarry,NC,1469
28073,Grover,NC,4310
28074,Harris,NC,367
28075,Harrisburg,NC,18820
28076,Henrietta,NC,986
28077,High Shoals,NC,609
28078,Huntersville,NC,56990
28079,Indian Trail,NC,34990
28080,Iron Station,NC,6770
28081,Kannapolis,NC,23670
28082,Kannapolis,NC,788
28083,Kannapolis,NC,21300
28086,Kings Mountain,NC,22970
28088,Landis,NC,2920
28089,Lattimore,NC,469
28090,Lawndale,NC,6250
28091,Lilesville,NC,1740
28092,Lincolnton,NC,31890
28093,Lincolnton,NC,1540
28097,Locust,NC,5360
28098,Lowell,NC,3530
28101,Mc Adenville,NC,560
28102,Mc Farlan,NC,128
28103,Marshville,NC,9280
28104,Matthews,NC,30280
28105,Matthews,NC,39260
28106,Matthews,NC,1256
28107,Midland,NC,7010
28108,Mineral Springs,NC,579
28109,Misenheimer,NC,267
28110,Monroe,NC,49870
28111,Monroe,NC,2008
28112,Monroe,NC,24230
28114,Mooresboro,NC,5250
28115,Mooresville,NC,34770
28117,Mooresville,NC,39260
28119,Morven,NC,2200
28120,Mount Holly,NC,19390
28123,Mount Mourne,NC,360
28124,Mount Pleasant,NC,5880
28125,Mount Ulla,NC,2290
28126,Newell,NC,280
28127,New London,NC,5370
28128,Norwood,NC,6000
28129,Oakboro,NC,4920
28130,Paw Creek,NC,360
28133,Peachland,NC,2320
28134,Pineville,NC,10010
28135,Polkton,NC,2900
28136,Polkville,NC,767
28137,Richfield,NC,2530
28138,Rockwell,NC,9010
28139,Rutherfordton,NC,15270
28144,Salisbury,NC,18640
28145,Salisbury,NC,1801
28146,Salisbury,NC,23860
28147,Salisbury,NC,22100
28150,Shelby,NC,22230
28151,Shelby,NC,2055
28152,Shelby,NC,19810
28159,Spencer,NC,2680
28160,Spindale,NC,2850
28163,Stanfield,NC,4570
28164,Stanley,NC,13090
28166,Troutman,NC,8750
28167,Union Mills,NC,1900
28168,Vale,NC,8640
28169,Waco,NC,776
28170,Wadesboro,NC,8920
28173,Waxhaw,NC,53710
28174,Wingate,NC,7280
28201,Charlotte,NC,32
28202,Charlotte,NC,9300
28203,Charlotte,NC,14070
28204,Charlotte,NC,5380
28205,Charlotte,NC,40260
28206,Charlotte,NC,10510
28207,Charlotte,NC,8680
28208,Charlotte,NC,32740
28209,Charlotte,NC,19210
28210,Charlotte,NC,42750
28211,Charlotte,NC,28060
28212,Charlotte,NC,36570
28213,Charlotte,NC,37400
28214,Charlotte,NC,36150
28215,Charlotte,NC,52650
28216,Charlotte,NC,47970
28217,Charlotte,NC,26870
28218,Charlotte,NC,290
28219,Charlotte,NC,302
28220,Charlotte,NC,406
28221,Charlotte,NC,273
28222,Charlotte,NC,363
28223,Charlotte,NC,86
28224,Charlotte,NC,675
28226,Charlotte,NC,37270
28227,Charlotte,NC,51090
28228,Charlotte,NC,43
28229,Charlotte,NC,556
28230,Charlotte,NC,150
28231,Charlotte,NC,131
28232,Charlotte,NC,162
28233,Charlotte,NC,202
28234,Charlotte,NC,129
28235,Charlotte,NC,105
28236,Charlotte,NC,153
28237,Charlotte,NC,75
28241,Charlotte,NC,1082
28242,Charlotte,NC,0
28243,Charlotte,NC,0
28244,Charlotte,NC,0
28246,Charlotte,NC,0
28247,Charlotte,NC,620
28250,Charlotte,NC,0
28253,Charlotte,NC,0
28254,Charlotte,NC,0
28255,Charlotte,NC,249
28256,Charlotte,NC,876
28258,Charlotte,NC,0
28260,Charlotte,NC,0
28262,Charlotte,NC,32720
28263,Charlotte,NC,17
28265,Charlotte,NC,0
28266,Charlotte,NC,475
28269,Charlotte,NC,73050
28270,Charlotte,NC,31650
28271,Charlotte,NC,417
28272,Charlotte,NC,0
28273,Charlotte,NC,33980
28274,Charlotte,NC,26
28275,Charlotte,NC,0
28277,Charlotte,NC,65450
28278,Charlotte,NC,24280
28280,Charlotte,NC,0
28281,Charlotte,NC,0
28282,Charlotte,NC,54
28284,Charlotte,NC,0
28285,Charlotte,NC,0
28287,Charlotte,NC,0
28288,Charlotte,NC,241
28289,Charlotte,NC,0
28290,Charlotte,NC,0
28296,Charlotte,NC,0
28297,Charlotte,NC,314
28299,Charlotte,NC,244
28301,Fayetteville,NC,12060
28302,Fayetteville,NC,1007
28303,Fayetteville,NC,26240
28304,Fayetteville,NC,31960
28305,Fayetteville,NC,5090
28306,Fayetteville,NC,38500
28307,Fort Bragg,NC,15690
28308,Pope Army Airfield,NC,705
28309,Fayetteville,NC,694
28310,Fort Bragg,NC,6506
28311,Fayetteville,NC,30250
28312,Fayetteville,NC,16770
28314,Fayetteville,NC,49300
28315,Aberdeen,NC,10820
28318,Autryville,NC,4480
28319,Barnesville,NC,54
28320,Bladenboro,NC,6410
28323,Bunnlevel,NC,3760
28325,Calypso,NC,580
28326,Cameron,NC,21730
28327,Carthage,NC,14720
28328,Clinton,NC,22420
28329,Clinton,NC,2914
28330,Cordova,NC,875
28331,Cumberland,NC,434
28332,Dublin,NC,800
28333,Dudley,NC,10490
28334,Dunn,NC,20310
28335,Dunn,NC,1695
28337,Elizabethtown,NC,8130
28338,Ellerbe,NC,3600
28339,Erwin,NC,5570
28340,Fairmont,NC,7860
28341,Faison,NC,4450
28342,Falcon,NC,411
28343,Gibson,NC,1220
28344,Godwin,NC,2890
28345,Hamlet,NC,10090
28347,Hoffman,NC,800
28348,Hope Mills,NC,33050
28349,Kenansville,NC,3000
28350,Lakeview,NC,577
28351,Laurel Hill,NC,3970
28352,Laurinburg,NC,17870
28353,Laurinburg,NC,2202
28355,Lemon Springs,NC,673
28356,Linden,NC,4680
28357,Lumber Bridge,NC,2520
28358,Lumberton,NC,27780
28359,Lumberton,NC,4827
28360,Lumberton,NC,10240
28362,Marietta,NC,259
28363,Marston,NC,920
28364,Maxton,NC,10470
28365,Mount Olive,NC,14040
28366,Newton Grove,NC,4940
28367,Norman,NC,311
28368,Olivia,NC,788
28369,Orrum,NC,1860
28370,Pinehurst,NC,1707
28371,Parkton,NC,6540
28372,Pembroke,NC,10820
28373,Pinebluff,NC,2060
28374,Pinehurst,NC,15800
28375,Proctorville,NC,347
28376,Raeford,NC,37400
28377,Red Springs,NC,10270
28378,Rex,NC,231
28379,Rockingham,NC,19810
28380,Rockingham,NC,1741
28382,Roseboro,NC,6180
28383,Rowland,NC,5730
28384,Saint Pauls,NC,10630
28385,Salemburg,NC,3100
28386,Shannon,NC,5380
28387,Southern Pines,NC,12600
28388,Southern Pines,NC,1735
28390,Spring Lake,NC,19630
28391,Stedman,NC,4960
28392,Tar Heel,NC,1570
28393,Turkey,NC,1850
28394,Vass,NC,4750
28395,Wade,NC,2400
28396,Wagram,NC,2270
28398,Warsaw,NC,6330
28399,White Oak,NC,1660
28401,Wilmington,NC,16510
28402,Wilmington,NC,1269
28403,Wilmington,NC,24990
28404,Wilmington,NC,330
28405,Wilmington,NC,28020
28406,Wilmington,NC,1102
28407,Wilmington,NC,55
28408,Wilmington,NC,507
28409,Wilmington,NC,29760
28410,Wilmington,NC,0
28411,Wilmington,NC,31860
28412,Wilmington,NC,32550
28420,Ash,NC,2940
28421,Atkinson,NC,1210
28422,Bolivia,NC,5870
28423,Bolton,NC,1750
28424,Brunswick,NC,382
28425,Burgaw,NC,8790
28428,Carolina Beach,NC,5790
28429,Castle Hayne,NC,6750
28430,Cerro Gordo,NC,1490
28431,Chadbourn,NC,5670
28432,Clarendon,NC,1650
28433,Clarkton,NC,3640
28434,Council,NC,880
28435,Currie,NC,2080
28436,Delco,NC,1870
28438,Evergreen,NC,1250
28439,Fair Bluff,NC,1060
28441,Garland,NC,3030
28442,Hallsboro,NC,1240
28443,Hampstead,NC,19080
28444,Harrells,NC,1900
28445,Holly Ridge,NC,7440
28447,Ivanhoe,NC,990
28448,Kelly,NC,740
28449,Kure Beach,NC,1660
28450,Lake Waccamaw,NC,1750
28451,Leland,NC,28230
28452,Longwood,NC,640
28453,Magnolia,NC,3410
28454,Maple Hill,NC,2660
28455,Nakina,NC,1550
28456,Riegelwood,NC,2990
28457,Rocky Point,NC,9610
28458,Rose Hill,NC,5260
28459,Shallotte,NC,3161
28460,Sneads Ferry,NC,9570
28461,Southport,NC,17460
28462,Supply,NC,9640
28463,Tabor City,NC,5880
28464,Teachey,NC,2130
28465,Oak Island,NC,5860
28466,Wallace,NC,8670
28467,Calabash,NC,8220
28468,Sunset Beach,NC,3880
28469,Ocean Isle Beach,NC,6320
28470,Shallotte,NC,7830
28472,Whiteville,NC,14710
28478,Willard,NC,3670
28479,Winnabow,NC,4760
28480,Wrightsville Beach,NC,2220
28501,Kinston,NC,14610
28502,Kinston,NC,1303
28503,Kinston,NC,802
28504,Kinston,NC,17420
28508,Albertson,NC,2590
28509,Alliance,NC,485
28510,Arapahoe,NC,1280
28511,Atlantic,NC,440
28512,Atlantic Beach,NC,2650
28513,Ayden,NC,8230
28515,Bayboro,NC,1620
28516,Beaufort,NC,9350
28518,Beulaville,NC,6890
28519,Bridgeton,NC,1121
28520,Cedar Island,NC,220
28521,Chinquapin,NC,2000
28522,Comfort,NC,133
28523,Cove City,NC,2300
28524,Davis,NC,290
28525,Deep Run,NC,2920
28526,Dover,NC,1830
28527,Ernul,NC,1050
28528,Gloucester,NC,550
28529,Grantsboro,NC,1770
28530,Grifton,NC,7530
28531,Harkers Island,NC,1010
28532,Havelock,NC,20420
28533,Cherry Point,NC,2306
28537,Hobucken,NC,141
28538,Hookerton,NC,2060
28539,Hubert,NC,14700
28540,Jacksonville,NC,43030
28541,Jacksonville,NC,877
28542,Camp Lejeune,NC,7332
28543,Tarawa Terrace,NC,4410
28544,Midway Park,NC,4730
28545,Mccutcheon Field,NC,1177
28546,Jacksonville,NC,42070
28547,Camp Lejeune,NC,8020
28551,La Grange,NC,11370
28552,Lowland,NC,152
28553,Marshallberg,NC,380
28554,Maury,NC,568
28555,Maysville,NC,4520
28556,Merritt,NC,670
28557,Morehead City,NC,13370
28560,New Bern,NC,23980
28561,New Bern,NC,1645
28562,New Bern,NC,34320
28563,New Bern,NC,694
28564,New Bern,NC,350
28570,Newport,NC,18970
28571,Oriental,NC,2200
28572,Pink Hill,NC,7510
28573,Pollocksville,NC,1750
28574,Richlands,NC,16170
28575,Salter Path,NC,381
28577,Sealevel,NC,230
28578,Seven Springs,NC,5890
28579,Smyrna,NC,460
28580,Snow Hill,NC,8600
28581,Stacy,NC,170
28582,Stella,NC,1750
28583,Stonewall,NC,232
28584,Swansboro,NC,11970
28585,Trenton,NC,3190
28586,Vanceboro,NC,5890
28587,Vandemere,NC,210
28589,Williston,NC,148
28590,Winterville,NC,24250
28594,Emerald Isle,NC,3700
28601,Hickory,NC,44980
28602,Hickory,NC,24510
28603,Hickory,NC,3286
28604,Banner Elk,NC,4910
28605,Blowing Rock,NC,3250
28606,Boomer,NC,1720
28607,Boone,NC,18490
28608,Boone,NC,273
28609,Catawba,NC,5180
28610,Claremont,NC,8740
28611,Collettsville,NC,590
28612,Connellys Springs,NC,8940
28613,Conover,NC,21120
28615,Creston,NC,1410
28616,Crossnore,NC,640
28617,Crumpler,NC,1720
28618,Deep Gap,NC,2090
28619,Drexel,NC,2613
28621,Elkin,NC,8270
28622,Elk Park,NC,1800
28623,Ennice,NC,1410
28624,Ferguson,NC,1210
28625,Statesville,NC,32960
28626,Fleetwood,NC,1980
28627,Glade Valley,NC,960
28628,Glen Alpine,NC,1641
28629,Glendale Springs,NC,233
28630,Granite Falls,NC,16510
28631,Grassy Creek,NC,520
28633,Lenoir,NC,0
28634,Harmony,NC,4490
28635,Hays,NC,3090
28636,Hiddenite,NC,4500
28637,Hildebran,NC,2150
28638,Hudson,NC,10480
28640,Jefferson,NC,3740
28641,Jonas Ridge,NC,225
28642,Jonesville,NC,4370
28643,Lansing,NC,2490
28644,Laurel Springs,NC,1190
28645,Lenoir,NC,36200
28646,Linville,NC,827
28647,Linville Falls,NC,248
28649,Mc Grady,NC,750
28650,Maiden,NC,11320
28651,Millers Creek,NC,5430
28652,Minneapolis,NC,221
28653,Montezuma,NC,258
28654,Moravian Falls,NC,3140
28655,Morganton,NC,41450
28656,North Wilkesboro,NC,0
28657,Newland,NC,6610
28658,Newton,NC,23620
28659,North Wilkesboro,NC,16470
28660,Olin,NC,1980
28661,Patterson,NC,634
28662,Pineola,NC,424
28663,Piney Creek,NC,470
28664,Plumtree,NC,443
28665,Purlear,NC,2050
28666,Icard,NC,1608
28667,Rhodhiss,NC,753
28668,Roaring Gap,NC,250
28669,Roaring River,NC,2410
28670,Ronda,NC,2310
28671,Rutherford College,NC,1219
28672,Scottville,NC,50
28673,Sherrills Ford,NC,5580
28674,North Wilkesboro,NC,0
28675,Sparta,NC,5080
28676,State Road,NC,3120
28677,Statesville,NC,29100
28678,Stony Point,NC,4290
28679,Sugar Grove,NC,1670
28680,Morganton,NC,3560
28681,Taylorsville,NC,20330
28682,Terrell,NC,1160
28683,Thurmond,NC,1380
28684,Todd,NC,1490
28685,Traphill,NC,1510
28687,Statesville,NC,2114
28688,Turnersburg,NC,147
28689,Union Grove,NC,1780
28690,Valdese,NC,7470
28691,Valle Crucis,NC,281
28692,Vilas,NC,3290
28693,Warrensville,NC,1160
28694,West Jefferson,NC,6790
28697,Wilkesboro,NC,10560
